num. sample,statistic,mean,variance,std dev,w (interval length/2)
2,avgInterarrivals,13.391,107.022,10.345,131.447
2,avgWaits,2.171,0.004,0.060,0.766
2,avgNumNodes,0.712,0.000,0.021,0.262
2,avgDelays,0.210,0.000,0.013,0.159
2,avgNumQueues,0.069,0.000,0.004,0.046
2,utilization_server1,0.322,0.000,0.017,0.216
2,service_server1,1.973,0.004,0.059,0.754
2,share_server1,0.497,0.000,0.012,0.146
2,utilization_server2,0.324,0.000,0.007,0.088
2,service_server2,1.961,0.005,0.072,0.921
2,share_server2,0.505,0.000,0.009,0.108
4,avgInterarrivals,8.107,81.436,9.024,16.581
4,avgWaits,2.236,0.006,0.078,0.143
4,avgNumNodes,0.764,0.003,0.058,0.107
4,avgDelays,0.250,0.003,0.059,0.109
4,avgNumQueues,0.086,0.001,0.025,0.045
4,utilization_server1,0.342,0.001,0.024,0.044
4,service_server1,2.002,0.003,0.052,0.095
4,share_server1,0.501,0.000,0.011,0.021
4,utilization_server2,0.339,0.000,0.016,0.029
4,service_server2,1.988,0.008,0.088,0.162
4,share_server2,0.500,0.000,0.010,0.019
8,avgInterarrivals,5.572,47.148,6.866,6.137
8,avgWaits,2.265,0.007,0.086,0.077
8,avgNumNodes,0.761,0.002,0.046,0.041
8,avgDelays,0.249,0.002,0.048,0.043
8,avgNumQueues,0.084,0.000,0.020,0.017
8,utilization_server1,0.343,0.000,0.018,0.016
8,service_server1,2.064,0.012,0.107,0.096
8,share_server1,0.498,0.000,0.012,0.011
8,utilization_server2,0.336,0.000,0.013,0.011
8,service_server2,1.994,0.006,0.079,0.071
8,share_server2,0.502,0.000,0.012,0.011
16,avgInterarrivals,4.269,25.275,5.027,2.767
16,avgWaits,2.239,0.011,0.104,0.057
16,avgNumNodes,0.753,0.002,0.044,0.024
16,avgDelays,0.244,0.002,0.043,0.024
16,avgNumQueues,0.083,0.000,0.016,0.009
16,utilization_server1,0.337,0.000,0.018,0.010
16,service_server1,2.003,0.013,0.115,0.063
16,share_server1,0.501,0.000,0.011,0.006
16,utilization_server2,0.337,0.000,0.016,0.009
16,service_server2,2.011,0.009,0.094,0.052
16,share_server2,0.499,0.000,0.011,0.006
32,avgInterarrivals,3.608,13.079,3.617,1.325
32,avgWaits,2.236,0.011,0.106,0.039
32,avgNumNodes,0.756,0.002,0.043,0.016
32,avgDelays,0.243,0.003,0.054,0.020
32,avgNumQueues,0.082,0.000,0.019,0.007
32,utilization_server1,0.339,0.000,0.019,0.007
32,service_server1,2.011,0.013,0.113,0.041
32,share_server1,0.500,0.000,0.011,0.004
32,utilization_server2,0.337,0.000,0.015,0.006
32,service_server2,2.002,0.008,0.087,0.032
32,share_server2,0.500,0.000,0.011,0.004
64,avgInterarrivals,3.250,6.672,2.583,0.650
64,avgWaits,2.253,0.016,0.126,0.032
64,avgNumNodes,0.772,0.003,0.052,0.013
64,avgDelays,0.261,0.004,0.067,0.017
64,avgNumQueues,0.090,0.001,0.025,0.006
64,utilization_server1,0.344,0.000,0.020,0.005
64,service_server1,2.023,0.012,0.109,0.027
64,share_server1,0.498,0.000,0.012,0.003
64,utilization_server2,0.341,0.000,0.019,0.005
64,service_server2,1.987,0.013,0.115,0.029
64,share_server2,0.502,0.000,0.011,0.003
128,avgInterarrivals,3.091,3.369,1.836,0.322
128,avgWaits,2.257,0.019,0.136,0.024
128,avgNumNodes,0.773,0.004,0.061,0.011
128,avgDelays,0.268,0.006,0.078,0.014
128,avgNumQueues,0.093,0.001,0.029,0.005
128,utilization_server1,0.343,0.000,0.021,0.004
128,service_server1,2.017,0.012,0.110,0.019
128,share_server1,0.499,0.000,0.012,0.002
128,utilization_server2,0.340,0.000,0.021,0.004
128,service_server2,1.989,0.013,0.112,0.020
128,share_server2,0.501,0.000,0.012,0.002
