num. sample,statistic,mean,variance,std dev,w (interval length/2)
2,avgInterarrivals,30.857,688.584,26.241,333.422
2,avgWaits,2.002,0.000,0.006,0.082
2,avgNumNodes,0.403,0.001,0.030,0.379
2,avgDelays,0.048,0.000,0.004,0.048
2,avgNumQueues,0.010,0.000,0.001,0.017
2,utilization_server1,0.200,0.000,0.015,0.185
2,service_server1,2.009,0.000,0.008,0.106
2,share_server1,0.494,0.000,0.001,0.011
2,utilization_server2,0.194,0.000,0.014,0.183
2,service_server2,1.889,0.000,0.007,0.089
2,share_server2,0.512,0.000,0.001,0.013
4,avgInterarrivals,17.885,512.559,22.640,41.598
4,avgWaits,2.030,0.009,0.095,0.174
4,avgNumNodes,0.411,0.001,0.026,0.047
4,avgDelays,0.081,0.003,0.052,0.095
4,avgNumQueues,0.017,0.000,0.011,0.019
4,utilization_server1,0.197,0.000,0.011,0.021
4,service_server1,1.934,0.010,0.098,0.181
4,share_server1,0.504,0.000,0.010,0.019
4,utilization_server2,0.198,0.000,0.011,0.020
4,service_server2,1.963,0.007,0.084,0.153
4,share_server2,0.501,0.000,0.011,0.020
8,avgInterarrivals,11.360,298.983,17.291,15.454
8,avgWaits,2.039,0.007,0.085,0.076
8,avgNumNodes,0.420,0.002,0.041,0.037
8,avgDelays,0.079,0.002,0.045,0.041
8,avgNumQueues,0.017,0.000,0.010,0.009
8,utilization_server1,0.204,0.000,0.019,0.017
8,service_server1,1.974,0.012,0.107,0.096
8,share_server1,0.501,0.000,0.011,0.010
8,utilization_server2,0.202,0.000,0.017,0.015
8,service_server2,1.957,0.007,0.082,0.073
8,share_server2,0.501,0.000,0.011,0.010
16,avgInterarrivals,8.143,159.877,12.644,6.959
16,avgWaits,2.046,0.007,0.083,0.046
16,avgNumNodes,0.419,0.001,0.037,0.020
16,avgDelays,0.078,0.001,0.038,0.021
16,avgNumQueues,0.016,0.000,0.008,0.005
16,utilization_server1,0.202,0.000,0.019,0.010
16,service_server1,1.943,0.009,0.096,0.053
16,share_server1,0.508,0.000,0.012,0.007
16,utilization_server2,0.202,0.000,0.014,0.008
16,service_server2,1.999,0.011,0.103,0.057
16,share_server2,0.496,0.000,0.012,0.007
32,avgInterarrivals,6.450,82.836,9.101,3.334
32,avgWaits,2.052,0.010,0.099,0.036
32,avgNumNodes,0.426,0.001,0.036,0.013
32,avgDelays,0.083,0.002,0.042,0.015
32,avgNumQueues,0.017,0.000,0.009,0.003
32,utilization_server1,0.206,0.000,0.018,0.007
32,service_server1,1.961,0.010,0.097,0.036
32,share_server1,0.506,0.000,0.011,0.004
32,utilization_server2,0.205,0.000,0.016,0.006
32,service_server2,1.987,0.015,0.122,0.045
32,share_server2,0.497,0.000,0.010,0.004
64,avgInterarrivals,5.605,42.164,6.493,1.635
64,avgWaits,2.072,0.013,0.112,0.028
64,avgNumNodes,0.433,0.001,0.035,0.009
64,avgDelays,0.087,0.001,0.038,0.010
64,avgNumQueues,0.019,0.000,0.008,0.002
64,utilization_server1,0.209,0.000,0.017,0.004
64,service_server1,1.986,0.015,0.120,0.030
64,share_server1,0.504,0.000,0.011,0.003
64,utilization_server2,0.207,0.000,0.016,0.004
64,service_server2,1.998,0.015,0.122,0.031
64,share_server2,0.497,0.000,0.011,0.003
128,avgInterarrivals,5.154,21.314,4.617,0.811
128,avgWaits,2.086,0.015,0.122,0.021
128,avgNumNodes,0.440,0.001,0.037,0.007
128,avgDelays,0.098,0.002,0.042,0.007
128,avgNumQueues,0.021,0.000,0.010,0.002
128,utilization_server1,0.211,0.000,0.017,0.003
128,service_server1,1.998,0.017,0.131,0.023
128,share_server1,0.502,0.000,0.012,0.002
128,utilization_server2,0.210,0.000,0.017,0.003
128,service_server2,1.999,0.017,0.130,0.023
128,share_server2,0.499,0.000,0.012,0.002
