711,avgInterarrivals,2.481,0.197,0.443,0.033
711,avgWaits,6.115,16.685,4.085,0.301
711,avgNumNodes,2.281,1.826,1.351,0.100
711,avgDelays,4.036,17.642,4.200,0.309
711,avgNumQueues,0.953,1.041,1.020,0.075
