730,avgInterarrivals,2.481,0.283,0.532,0.039
730,avgWaits,6.999,25.779,5.077,0.369
730,avgNumNodes,2.551,2.687,1.639,0.119
730,avgDelays,5.012,25.663,5.066,0.368
730,avgNumQueues,1.157,1.454,1.206,0.088
