737,avgInterarrivals,2.558,0.222,0.471,0.034
737,avgWaits,8.364,41.179,6.417,0.464
737,avgNumNodes,3.000,4.537,2.130,0.154
737,avgDelays,6.213,42.336,6.507,0.471
737,avgNumQueues,1.437,2.409,1.552,0.112
