612,avgInterarrivals,2.684,0.260,0.509,0.040
612,avgWaits,8.185,43.821,6.620,0.526
612,avgNumNodes,2.767,4.272,2.067,0.164
612,avgDelays,6.316,43.186,6.572,0.522
612,avgNumQueues,1.369,2.201,1.484,0.118
