732,avgInterarrivals,2.519,0.369,0.608,0.044
732,avgWaits,8.306,43.150,6.569,0.477
732,avgNumNodes,2.966,4.362,2.089,0.152
732,avgDelays,6.283,42.332,6.506,0.472
732,avgNumQueues,1.421,2.308,1.519,0.110
