627,avgInterarrivals,2.460,0.201,0.448,0.035
627,avgWaits,9.787,71.403,8.450,0.663
627,avgNumNodes,3.605,8.623,2.937,0.230
627,avgDelays,7.755,71.810,8.474,0.665
627,avgNumQueues,1.869,4.396,2.097,0.165
