day,# job completati, # job B completati, # job P completati,#job B nel nodo, # job P nel nodo, # coda B, #coda P,last arrival B [H], last arrival P [H], area B, area P, revenue B, revenue P, revenue, costs, daily revenue, incremental grass revenue, incremental revenue, incremental costs
196,265,241,24,0,1,0,0,20.83,20.84,92409.53,26311.31,964.00,168.00,1132.00,1061.71,70.29,213631.00,11470.01,202160.99
197,209,184,25,3,0,1,0,21.19,21.06,92818.89,26398.63,736.00,175.00,911.00,902.59,8.41,214542.00,11478.43,203063.57
198,154,145,9,1,0,0,0,20.11,20.10,93119.07,26416.98,580.00,63.00,643.00,709.63,-66.63,215185.00,11411.80,203773.20
199,175,149,26,1,0,0,0,20.98,20.91,93425.82,26499.86,596.00,182.00,778.00,806.83,-28.83,215963.00,11382.97,204580.03
200,168,153,15,0,1,0,0,20.48,20.50,93741.70,26538.44,612.00,105.00,717.00,762.91,-45.91,216680.00,11337.07,205342.93
201,295,260,35,0,1,0,0,20.73,20.79,94251.66,26629.77,1040.00,245.00,1285.00,1171.87,113.13,217965.00,11450.20,206514.80
202,414,342,72,1,1,0,0,21.60,21.61,94973.36,26846.01,1368.00,504.00,1872.00,1594.51,277.49,219837.00,11727.69,208109.31
203,231,221,10,1,0,0,0,20.02,21.92,95504.86,26869.86,884.00,70.00,954.00,933.55,20.45,220791.00,11748.15,209042.85
204,197,184,13,5,0,3,0,20.17,20.08,95900.32,26897.75,736.00,91.00,827.00,842.11,-15.11,221618.00,11733.04,209884.96
205,232,201,31,0,0,0,0,21.58,21.66,96330.91,27009.95,804.00,217.00,1021.00,981.79,39.21,222639.00,11772.25,210866.75
206,203,190,13,0,1,0,0,21.00,20.95,96782.61,27058.60,760.00,91.00,851.00,859.39,-8.39,223490.00,11763.87,211726.13
207,208,172,36,2,0,0,0,21.52,21.39,97157.81,27189.67,688.00,252.00,940.00,923.47,16.53,224430.00,11780.40,212649.60
208,305,258,47,1,1,0,0,21.37,21.42,97724.78,27335.78,1032.00,329.00,1361.00,1226.59,134.41,225791.00,11914.81,213876.19
209,377,316,61,1,6,0,4,21.63,21.61,98387.58,27878.77,1264.00,427.00,1691.00,1464.19,226.81,227482.00,12141.63,215340.37
210,278,259,19,0,0,0,0,20.70,20.41,99060.90,27953.94,1036.00,133.00,1169.00,1088.35,80.65,228651.00,12222.28,216428.72
211,213,186,27,0,0,0,0,21.71,21.71,99437.40,28052.87,744.00,189.00,933.00,918.43,14.57,229584.00,12236.85,217347.15
212,186,175,11,3,0,1,0,20.75,20.73,99831.13,28088.05,700.00,77.00,777.00,806.11,-29.11,230361.00,12207.75,218153.25
213,214,193,21,0,0,0,0,20.80,20.81,100221.83,28145.20,772.00,147.00,919.00,908.35,10.65,231280.00,12218.40,219061.60
214,176,163,13,0,3,0,1,20.52,20.76,100575.54,28205.08,652.00,91.00,743.00,781.63,-38.63,232023.00,12179.77,219843.23
215,308,270,38,1,6,0,4,20.99,20.99,101188.73,28402.45,1080.00,266.00,1346.00,1215.79,130.21,233369.00,12309.99,221059.01
216,422,365,57,0,4,0,2,21.16,21.19,102024.26,28686.31,1460.00,399.00,1859.00,1585.15,273.85,235228.00,12583.84,222644.16
217,246,216,30,1,0,0,0,20.31,20.26,102573.02,28784.45,864.00,210.00,1074.00,1019.95,54.05,236302.00,12637.89,223664.11
218,236,216,20,1,0,0,0,21.40,21.03,103062.29,28845.20,864.00,140.00,1004.00,969.55,34.45,237306.00,12672.35,224633.65
219,190,157,33,0,0,0,0,21.28,21.28,103421.25,28909.91,628.00,231.00,859.00,865.15,-6.15,238165.00,12666.20,225498.80
220,187,179,8,0,0,0,0,20.69,20.69,103788.74,28932.75,716.00,56.00,772.00,802.51,-30.51,238937.00,12635.69,226301.31
221,156,145,11,0,0,0,0,20.09,21.82,104141.41,28952.13,580.00,77.00,657.00,719.71,-62.71,239594.00,12572.99,227021.01
222,296,242,54,1,9,0,7,21.22,21.20,104656.69,29233.35,968.00,378.00,1346.00,1215.79,130.21,240940.00,12703.20,228236.80
223,354,312,42,0,1,0,0,20.09,20.09,105343.59,29547.35,1248.00,294.00,1542.00,1356.91,185.09,242482.00,12888.29,229593.71
224,316,263,53,0,0,0,0,20.09,20.07,105955.48,29771.81,1052.00,371.00,1423.00,1271.23,151.77,243905.00,13040.07,230864.93
225,224,198,26,1,0,0,0,20.63,20.61,106351.99,29888.09,792.00,182.00,974.00,947.95,26.05,244879.00,13066.12,231812.88
226,221,195,26,1,1,0,0,21.16,21.11,106853.20,29954.95,780.00,182.00,962.00,939.31,22.69,245841.00,13088.81,232752.19
227,175,159,16,0,0,0,0,21.04,20.89,107165.31,30004.09,636.00,112.00,748.00,785.23,-37.23,246589.00,13051.59,233537.41
228,197,179,18,0,1,0,0,21.23,21.23,107557.20,30071.24,716.00,126.00,842.00,852.91,-10.91,247431.00,13040.68,234390.32
229,235,211,24,0,0,0,0,20.21,20.42,107979.82,30210.48,844.00,168.00,1012.00,975.31,36.69,248443.00,13077.37,235365.63
230,335,297,38,1,4,0,2,20.17,20.15,108640.12,30369.92,1188.00,266.00,1454.00,1293.55,160.45,249897.00,13237.83,236659.17
231,284,233,51,1,1,0,0,20.18,20.19,109164.80,30531.66,932.00,357.00,1289.00,1174.75,114.25,251186.00,13352.08,237833.92
232,256,217,39,2,1,0,0,21.95,21.89,109650.22,30635.60,868.00,273.00,1141.00,1068.19,72.81,252327.00,13424.89,238902.11
233,148,144,4,1,1,0,0,20.42,20.36,109936.51,30649.05,576.00,28.00,604.00,681.55,-77.55,252931.00,13347.35,239583.65
234,203,179,24,0,1,0,0,20.90,20.88,110278.38,30720.10,716.00,168.00,884.00,883.15,0.85,253815.00,13348.20,240466.80
235,205,171,34,0,0,0,0,21.69,21.65,110631.52,30803.50,684.00,238.00,922.00,910.51,11.49,254737.00,13359.69,241377.31
236,239,229,10,0,5,0,3,20.01,20.23,111110.64,30851.67,916.00,70.00,986.00,956.59,29.41,255723.00,13389.11,242333.89
237,471,373,98,1,1,0,0,21.04,21.00,111884.98,31561.82,1492.00,686.00,2178.00,1814.83,363.17,257901.00,13752.28,244148.72
238,265,223,42,0,1,0,0,20.53,20.58,112490.48,31678.79,892.00,294.00,1186.00,1100.59,85.41,259087.00,13837.69,245249.31
239,171,149,22,0,0,0,0,20.00,21.81,112773.06,31772.33,596.00,154.00,750.00,786.67,-36.67,259837.00,13801.03,246035.97
240,236,190,46,0,0,0,0,21.49,21.51,113157.22,31929.02,760.00,322.00,1082.00,1025.71,56.29,260919.00,13857.32,247061.68
241,191,179,12,0,1,0,0,20.69,20.75,113586.54,31959.50,716.00,84.00,800.00,822.67,-22.67,261719.00,13834.65,247884.35
242,183,162,21,0,1,0,0,20.51,20.70,113906.07,32020.62,648.00,147.00,795.00,819.07,-24.07,262514.00,13810.59,248703.41
243,290,260,30,1,6,0,4,20.67,20.73,114508.80,32140.55,1040.00,210.00,1250.00,1146.67,103.33,263764.00,13913.92,249850.08
244,418,340,78,0,1,0,0,21.03,21.01,115343.94,32441.20,1360.00,546.00,1906.00,1618.99,287.01,265670.00,14200.93,251469.07
245,236,208,28,0,0,0,0,19.95,21.97,115837.75,32573.66,832.00,196.00,1028.00,986.83,41.17,266698.00,14242.11,252455.89
246,239,198,41,1,1,0,0,21.97,21.98,116269.99,32718.20,792.00,287.00,1079.00,1023.55,55.45,267777.00,14297.56,253479.44
247,157,148,9,0,0,0,0,20.43,20.35,116567.84,32749.90,592.00,63.00,655.00,718.27,-63.27,268432.00,14234.29,254197.71
248,208,181,27,2,0,0,0,21.09,21.06,116937.07,32816.19,724.00,189.00,913.00,904.03,8.97,269345.00,14243.27,255101.73
249,237,210,27,0,0,0,0,21.63,21.55,117380.74,32929.18,840.00,189.00,1029.00,987.55,41.45,270374.00,14284.72,256089.28
250,292,245,47,0,4,0,2,21.57,21.58,117918.50,33361.44,980.00,329.00,1309.00,1189.15,119.85,271683.00,14404.57,257278.43
251,351,313,38,1,1,0,0,21.25,21.27,118588.60,33560.02,1252.00,266.00,1518.00,1339.63,178.37,273201.00,14582.95,258618.05
252,270,248,22,0,1,0,0,20.60,20.72,119152.05,33607.82,992.00,154.00,1146.00,1071.79,74.21,274347.00,14657.16,259689.84
253,208,187,21,0,1,0,0,21.40,21.35,119538.12,33664.02,748.00,147.00,895.00,891.07,3.93,275242.00,14661.09,260580.91
254,170,163,7,0,0,0,0,20.11,20.01,119869.85,33695.25,652.00,49.00,701.00,751.39,-50.39,275943.00,14610.71,261332.29
255,218,187,31,0,3,0,1,21.18,21.35,120281.81,33803.76,748.00,217.00,965.00,941.47,23.53,276908.00,14634.24,262273.76
256,188,170,18,0,1,0,0,20.46,20.33,120679.06,33887.05,680.00,126.00,806.00,826.99,-20.99,277714.00,14613.25,263100.75
257,275,250,25,0,7,0,5,20.45,20.38,121161.19,34051.09,1000.00,175.00,1175.00,1092.67,82.33,278889.00,14695.59,264193.41
258,437,355,82,1,0,0,0,20.86,20.81,122080.49,34497.44,1420.00,574.00,1994.00,1682.35,311.65,280883.00,15007.24,265875.76
259,269,223,46,0,0,0,0,20.19,20.08,122534.87,34774.94,892.00,322.00,1214.00,1120.75,93.25,282097.00,15100.49,266996.51
260,173,154,19,0,0,0,0,20.11,21.91,122887.12,34836.71,616.00,133.00,749.00,785.95,-36.95,282846.00,15063.55,267782.45
261,247,211,36,0,1,0,0,21.38,21.32,123339.73,34967.92,844.00,252.00,1096.00,1035.79,60.21,283942.00,15123.76,268818.24
262,178,168,10,1,1,0,0,20.22,20.21,123661.95,34992.90,672.00,70.00,742.00,780.91,-38.91,284684.00,15084.85,269599.15
263,235,209,26,1,2,0,0,21.64,21.65,124132.24,35080.88,836.00,182.00,1018.00,979.63,38.37,285702.00,15123.23,270578.77
264,271,246,25,1,8,0,6,20.70,20.71,124642.94,35230.51,984.00,175.00,1159.00,1081.15,77.85,286861.00,15201.08,271659.92
265,422,351,71,0,3,0,1,21.40,21.47,125503.36,35777.67,1404.00,497.00,1901.00,1615.39,285.61,288762.00,15486.69,273275.31
266,248,228,20,0,0,0,0,20.30,20.34,126049.83,35828.51,912.00,140.00,1052.00,1004.11,47.89,289814.00,15534.59,274279.41
267,203,176,27,0,0,0,0,20.64,20.65,126373.62,35949.06,704.00,189.00,893.00,889.63,3.37,290707.00,15537.96,275169.04
268,188,177,11,0,1,0,0,20.63,20.80,126757.99,35965.01,708.00,77.00,785.00,811.87,-26.87,291492.00,15511.09,275980.91
269,209,184,25,1,0,0,0,21.31,21.26,127145.22,36022.21,736.00,175.00,911.00,902.59,8.41,292403.00,15519.51,276883.49
270,162,144,18,1,0,0,0,20.77,20.80,127394.13,36048.11,576.00,126.00,702.00,752.11,-50.11,293105.00,15469.40,277635.60
271,281,236,45,0,4,0,2,21.33,21.36,127952.63,36238.08,944.00,315.00,1259.00,1153.15,105.85,294364.00,15575.25,278788.75
272,365,328,37,1,13,0,11,20.55,20.54,128853.90,36733.26,1312.00,259.00,1571.00,1377.79,193.21,295935.00,15768.47,280166.53
273,347,268,79,1,1,0,0,20.89,20.88,129501.81,37757.58,1072.00,553.00,1625.00,1416.67,208.33,297560.00,15976.80,281583.20
274,197,174,23,0,2,0,0,21.08,21.13,129811.64,37844.12,696.00,161.00,857.00,863.71,-6.71,298417.00,15970.09,282446.91
275,197,177,20,0,0,0,0,20.90,20.71,130152.33,37924.16,708.00,140.00,848.00,857.23,-9.23,299265.00,15960.87,283304.13
276,176,163,13,1,1,0,0,20.74,20.72,130484.78,37976.02,652.00,91.00,743.00,781.63,-38.63,300008.00,15922.24,284085.76
277,145,129,16,0,0,0,0,19.98,21.99,130731.25,38028.40,516.00,112.00,628.00,698.83,-70.83,300636.00,15851.41,284784.59
278,292,254,38,1,2,0,0,20.63,20.62,131209.93,38161.36,1016.00,266.00,1282.00,1169.71,112.29,301918.00,15963.71,285954.29
279,365,302,63,0,2,0,0,20.73,20.73,131872.74,38798.51,1208.00,441.00,1649.00,1433.95,215.05,303567.00,16178.76,287388.24
280,269,225,44,2,1,0,0,21.06,21.05,132408.09,39029.04,900.00,308.00,1208.00,1116.43,91.57,304775.00,16270.33,288504.67
281,186,164,22,1,0,0,0,21.01,20.97,132739.37,39105.92,656.00,154.00,810.00,829.87,-19.87,305585.00,16250.47,289334.53
282,187,160,27,0,0,0,0,21.14,21.07,133093.15,39180.14,640.00,189.00,829.00,843.55,-14.55,306414.00,16235.92,290178.08
283,235,212,23,0,0,0,0,21.70,21.74,133559.99,39227.54,848.00,161.00,1009.00,973.15,35.85,307423.00,16271.77,291151.23
284,213,193,20,2,0,0,0,21.67,21.66,133948.50,39301.63,772.00,140.00,912.00,903.31,8.69,308335.00,16280.47,292054.53
285,274,239,35,1,3,0,1,21.13,21.10,134460.41,39447.15,956.00,245.00,1201.00,1111.39,89.61,309536.00,16370.08,293165.92
286,369,336,33,1,1,0,0,20.20,20.20,135205.29,39582.92,1344.00,231.00,1575.00,1380.67,194.33,311111.00,16564.41,294546.59
287,372,306,66,1,0,0,0,21.60,21.22,136030.16,39855.19,1224.00,462.00,1686.00,1460.59,225.41,312797.00,16789.83,296007.17
288,182,176,6,0,0,0,0,20.60,20.47,136392.06,39881.21,704.00,42.00,746.00,783.79,-37.79,313543.00,16752.04,296790.96
289,191,171,20,1,0,0,0,20.47,20.48,136733.69,39923.96,684.00,140.00,824.00,839.95,-15.95,314367.00,16736.09,297630.91
290,185,167,18,2,0,0,0,20.56,20.35,137087.22,39961.27,668.00,126.00,794.00,818.35,-24.35,315161.00,16711.75,298449.25
291,182,156,26,0,0,0,0,20.33,20.44,137428.78,40046.21,624.00,182.00,806.00,826.99,-20.99,315967.00,16690.76,299276.24
292,261,235,26,0,7,0,5,20.69,20.71,137867.57,40194.80,940.00,182.00,1122.00,1054.51,67.49,317089.00,16758.25,300330.75
293,373,319,54,0,0,0,0,20.18,20.24,138497.49,40456.87,1276.00,378.00,1654.00,1437.55,216.45,318743.00,16974.71,301768.29
294,318,248,70,0,0,0,0,20.96,21.07,139007.94,40860.36,992.00,490.00,1482.00,1313.71,168.29,320225.00,17143.00,303082.00
295,154,145,9,0,0,0,0,19.80,21.97,139295.27,40874.99,580.00,63.00,643.00,709.63,-66.63,320868.00,17076.37,303791.63
296,245,213,32,0,0,0,0,21.47,21.45,139713.37,41004.57,852.00,224.00,1076.00,1021.39,54.61,321944.00,17130.99,304813.01
297,172,157,15,1,0,0,0,21.22,20.93,140027.19,41043.05,628.00,105.00,733.00,774.43,-41.43,322677.00,17089.56,305587.44
298,185,161,24,0,0,0,0,21.01,20.97,140381.98,41137.87,644.00,168.00,812.00,831.31,-19.31,323489.00,17070.25,306418.75
299,259,230,29,1,1,0,0,20.55,20.51,140903.15,41262.15,920.00,203.00,1123.00,1055.23,67.77,324612.00,17138.03,307473.97
300,394,348,46,1,6,0,4,20.13,20.16,141832.30,41479.14,1392.00,322.00,1714.00,1480.75,233.25,326326.00,17371.28,308954.72
301,353,278,75,0,1,0,0,21.19,21.29,142432.90,41800.01,1112.00,525.00,1637.00,1425.31,211.69,327963.00,17582.97,310380.03
302,189,171,18,0,1,0,0,20.58,20.71,142761.71,41841.44,684.00,126.00,810.00,829.87,-19.87,328773.00,17563.11,311209.89
303,223,197,26,1,1,0,0,21.78,21.76,143179.43,41889.38,788.00,182.00,970.00,945.07,24.93,329743.00,17588.04,312154.96
304,169,164,5,1,1,0,0,20.47,20.36,143504.37,41915.42,656.00,35.00,691.00,744.19,-53.19,330434.00,17534.85,312899.15
305,224,198,26,0,0,0,0,20.95,20.84,143874.94,42008.95,792.00,182.00,974.00,947.95,26.05,331408.00,17560.91,313847.09
306,292,243,49,0,0,0,0,21.36,21.39,144454.99,42245.07,972.00,343.00,1315.00,1193.47,121.53,332723.00,17682.44,315040.56
307,415,336,79,1,2,0,0,21.42,21.42,145236.49,42630.02,1344.00,553.00,1897.00,1612.51,284.49,334620.00,17966.93,316653.07
308,296,275,21,0,0,0,0,20.40,20.46,145824.42,42686.00,1100.00,147.00,1247.00,1144.51,102.49,335867.00,18069.43,317797.57
309,226,203,23,0,0,0,0,20.98,21.05,146296.74,42750.61,812.00,161.00,973.00,947.23,25.77,336840.00,18095.20,318744.80
310,219,201,18,1,0,0,0,21.14,20.72,146691.00,42810.80,804.00,126.00,930.00,916.27,13.73,337770.00,18108.93,319661.07
311,210,185,25,1,0,0,0,21.64,21.61,147128.14,42884.50,740.00,175.00,915.00,905.47,9.53,338685.00,18118.47,320566.53
312,170,162,8,0,2,0,0,20.10,20.10,147440.98,42907.56,648.00,56.00,704.00,753.55,-49.55,339389.00,18068.92,321320.08
313,320,247,73,1,2,0,0,21.49,21.48,147937.31,43505.15,988.00,511.00,1499.00,1325.95,173.05,340888.00,18241.97,322646.03
314,396,342,54,0,3,0,1,21.17,21.22,148850.70,43790.07,1368.00,378.00,1746.00,1503.79,242.21,342634.00,18484.19,324149.81
315,287,257,30,0,1,0,0,20.53,20.44,149511.19,43980.59,1028.00,210.00,1238.00,1138.03,99.97,343872.00,18584.16,325287.84
316,201,177,24,0,0,0,0,20.26,20.30,149882.64,44029.69,708.00,168.00,876.00,877.39,-1.39,344748.00,18582.77,326165.23
317,185,164,21,0,1,0,0,20.50,20.49,150249.52,44077.76,656.00,147.00,803.00,824.83,-21.83,345551.00,18560.95,326990.05
318,213,185,28,0,0,0,0,20.68,20.56,150631.27,44163.89,740.00,196.00,936.00,920.59,15.41,346487.00,18576.36,327910.64
319,181,167,14,1,1,0,0,20.20,20.21,150992.86,44229.15,668.00,98.00,766.00,798.19,-32.19,347253.00,18544.17,328708.83
320,313,280,33,0,2,0,0,20.45,20.47,151665.26,44344.61,1120.00,231.00,1351.00,1219.39,131.61,348604.00,18675.79,329928.21
321,399,319,80,0,1,0,0,21.19,21.17,152433.47,44898.68,1276.00,560.00,1836.00,1568.59,267.41,350440.00,18943.20,331496.80
322,337,308,29,0,0,0,0,20.96,20.73,153095.71,44971.02,1232.00,203.00,1435.00,1279.87,155.13,351875.00,19098.33,332776.67
323,192,182,10,0,0,0,0,20.25,20.20,153488.96,45006.80,728.00,70.00,798.00,821.23,-23.23,352673.00,19075.11,333597.89
324,192,169,23,1,0,0,0,20.55,20.30,153845.43,45051.15,676.00,161.00,837.00,849.31,-12.31,353510.00,19062.80,334447.20
325,238,213,25,0,2,0,0,21.14,21.14,154241.55,45145.26,852.00,175.00,1027.00,986.11,40.89,354537.00,19103.69,335433.31
326,178,162,16,3,2,1,0,20.98,21.00,154572.56,45178.35,648.00,112.00,760.00,793.87,-33.87,355297.00,19069.83,336227.17
327,357,297,60,0,3,0,1,21.90,21.91,155256.34,45383.90,1188.00,420.00,1608.00,1404.43,203.57,356905.00,19273.40,337631.60
328,353,305,48,0,8,0,6,21.29,21.43,155920.54,45831.99,1220.00,336.00,1556.00,1366.99,189.01,358461.00,19462.41,338998.59
329,302,261,41,0,1,0,0,21.03,20.99,156499.13,46171.37,1044.00,287.00,1331.00,1204.99,126.01,359792.00,19588.43,340203.57
330,185,171,14,0,0,0,0,20.44,20.54,156811.31,46202.02,684.00,98.00,782.00,809.71,-27.71,360574.00,19560.72,341013.28
331,208,191,17,0,0,0,0,20.29,20.28,157196.65,46237.79,764.00,119.00,883.00,882.43,0.57,361457.00,19561.29,341895.71
332,182,158,24,0,1,0,0,21.04,21.05,157527.45,46319.17,632.00,168.00,800.00,822.67,-22.67,362257.00,19538.63,342718.37
333,212,194,18,0,1,0,0,20.90,20.94,157922.27,46379.50,776.00,126.00,902.00,896.11,5.89,363159.00,19544.52,343614.48
334,299,257,42,0,1,0,0,20.85,20.90,158405.64,46557.78,1028.00,294.00,1322.00,1198.51,123.49,364481.00,19668.01,344812.99
335,381,324,57,1,2,0,0,21.00,21.05,159047.26,46817.09,1296.00,399.00,1695.00,1467.07,227.93,366176.00,19895.95,346280.05
336,323,283,40,0,1,0,0,21.34,21.26,159720.34,46992.76,1132.00,280.00,1412.00,1263.31,148.69,367588.00,20044.64,347543.36
337,199,178,21,1,0,0,0,21.61,21.41,160048.98,47042.68,712.00,147.00,859.00,865.15,-6.15,368447.00,20038.49,348408.51
338,199,179,20,0,0,0,0,21.73,21.57,160396.94,47130.23,716.00,140.00,856.00,862.99,-6.99,369303.00,20031.51,349271.49
339,155,151,4,0,0,0,0,20.36,20.42,160703.27,47143.71,604.00,28.00,632.00,701.71,-69.71,369935.00,19961.80,349973.20
340,207,177,30,1,0,0,0,21.63,21.39,161061.25,47231.77,708.00,210.00,918.00,907.63,10.37,370853.00,19972.17,350880.83
341,292,245,47,1,2,0,0,21.77,21.76,161571.84,47481.16,980.00,329.00,1309.00,1189.15,119.85,372162.00,20092.03,352069.97
342,300,279,21,0,2,0,0,20.24,20.35,162250.17,47553.09,1116.00,147.00,1263.00,1156.03,106.97,373425.00,20199.00,353226.00
343,319,265,54,0,1,0,0,21.20,21.27,162843.90,47754.22,1060.00,378.00,1438.00,1282.03,155.97,374863.00,20354.97,354508.03
344,197,171,26,0,1,0,0,21.92,21.88,163201.58,47819.19,684.00,182.00,866.00,870.19,-4.19,375729.00,20350.79,355378.21
345,177,166,11,0,0,0,0,20.88,20.79,163542.71,47845.70,664.00,77.00,741.00,780.19,-39.19,376470.00,20311.60,356158.40
346,210,185,25,0,0,0,0,20.85,20.81,163913.90,47902.42,740.00,175.00,915.00,905.47,9.53,377385.00,20321.13,357063.87
347,212,183,29,1,1,0,0,21.62,21.58,164273.44,47992.14,732.00,203.00,935.00,919.87,15.13,378320.00,20336.27,357983.73
348,221,214,7,1,3,0,1,20.22,20.20,164703.81,48027.83,856.00,49.00,905.00,898.27,6.73,379225.00,20343.00,358882.00
349,476,352,124,1,1,0,0,21.94,21.90,165574.12,49412.36,1408.00,868.00,2276.00,1885.39,390.61,381501.00,20733.61,360767.39
350,226,220,6,0,0,0,0,19.96,20.21,166075.66,49435.39,880.00,42.00,922.00,910.51,11.49,382423.00,20745.11,361677.89
351,203,171,32,1,0,0,0,21.08,21.03,166446.25,49520.74,684.00,224.00,908.00,900.43,7.57,383331.00,20752.68,362578.32
352,235,211,24,1,1,0,0,21.41,21.42,166884.58,49619.57,844.00,168.00,1012.00,975.31,36.69,384343.00,20789.37,363553.63
353,179,160,19,1,0,0,0,20.56,20.49,167243.34,49660.22,640.00,133.00,773.00,803.23,-30.23,385116.00,20759.15,364356.85
354,149,135,14,0,1,0,0,20.11,20.17,167501.41,49694.58,540.00,98.00,638.00,706.03,-68.03,385754.00,20691.12,365062.88
355,354,268,86,0,1,0,0,21.66,21.76,168029.36,50066.24,1072.00,602.00,1674.00,1451.95,222.05,387428.00,20913.17,366514.83
356,297,283,14,0,0,0,0,20.00,20.03,168713.86,50103.49,1132.00,98.00,1230.00,1132.27,97.73,388658.00,21010.91,367647.09
357,337,278,59,0,2,0,0,20.13,20.08,169284.29,50464.46,1112.00,413.00,1525.00,1344.67,180.33,390183.00,21191.24,368991.76
358,221,197,24,2,1,0,0,21.34,21.29,169686.52,50540.68,788.00,168.00,956.00,934.99,21.01,391139.00,21212.25,369926.75
359,178,161,17,1,0,0,0,20.85,20.77,170071.88,50579.23,644.00,119.00,763.00,796.03,-33.03,391902.00,21179.23,370722.77
360,203,175,28,0,1,0,0,21.16,21.10,170438.26,50676.93,700.00,196.00,896.00,891.79,4.21,392798.00,21183.44,371614.56
361,195,174,21,0,1,0,0,21.85,21.80,170769.79,50729.31,696.00,147.00,843.00,853.63,-10.63,393641.00,21172.81,372468.19
362,266,239,27,2,4,0,2,21.19,21.09,171337.70,50940.51,956.00,189.00,1145.00,1071.07,73.93,394786.00,21246.75,373539.25
363,370,340,30,0,7,0,5,20.42,20.52,172176.63,51133.36,1360.00,210.00,1570.00,1377.07,192.93,396356.00,21439.68,374916.32
364,314,263,51,0,0,0,0,21.18,21.14,172757.28,51318.44,1052.00,357.00,1409.00,1261.15,147.85,397765.00,21587.53,376177.47
365,201,191,10,0,0,0,0,21.17,21.05,173161.67,51339.81,764.00,70.00,834.00,847.15,-13.15,398599.00,21574.39,377024.61
