day,# job completati, # job B completati, # job P completati,#job B nel nodo, # job P nel nodo, # coda B, #coda P,last arrival B [H], last arrival P [H], area B, area P, revenue B, revenue P, revenue, costs, daily revenue, incremental grass revenue, incremental revenue, incremental costs
315,287,257,30,0,1,0,0,20.53,20.44,138934.36,43980.59,1028.00,210.00,1238.00,1178.03,59.97,343872.00,5984.16,337887.84
316,201,177,24,0,0,0,0,20.26,20.30,139289.41,44029.69,708.00,168.00,876.00,917.39,-41.39,344748.00,5942.77,338805.23
317,185,164,21,0,1,0,0,20.50,20.49,139641.24,44077.76,656.00,147.00,803.00,864.83,-61.83,345551.00,5880.95,339670.05
318,213,185,28,0,0,0,0,20.68,20.56,140004.22,44163.89,740.00,196.00,936.00,960.59,-24.59,346487.00,5856.36,340630.64
319,181,167,14,1,1,0,0,20.20,20.21,140340.97,44229.15,668.00,98.00,766.00,838.19,-72.19,347253.00,5784.17,341468.83
320,313,280,33,0,2,0,0,20.45,20.47,140967.05,44344.61,1120.00,231.00,1351.00,1259.39,91.61,348604.00,5875.79,342728.21
321,399,319,80,0,1,0,0,21.19,21.17,141671.02,44898.68,1276.00,560.00,1836.00,1608.59,227.41,350440.00,6103.20,344336.80
322,337,308,29,0,0,0,0,20.96,20.73,142266.65,44971.02,1232.00,203.00,1435.00,1319.87,115.13,351875.00,6218.33,345656.67
323,192,182,10,0,0,0,0,20.25,20.20,142653.24,45006.80,728.00,70.00,798.00,861.23,-63.23,352673.00,6155.11,346517.89
324,192,169,23,1,0,0,0,20.55,20.30,143004.86,45051.15,676.00,161.00,837.00,889.31,-52.31,353510.00,6102.80,347407.20
325,238,213,25,0,2,0,0,21.14,21.14,143386.84,45145.26,852.00,175.00,1027.00,1026.11,0.89,354537.00,6103.69,348433.31
326,178,162,16,3,2,0,0,20.98,21.00,143714.99,45178.35,648.00,112.00,760.00,833.87,-73.87,355297.00,6029.83,349267.17
327,357,297,60,0,3,0,1,21.90,21.91,144328.07,45383.90,1188.00,420.00,1608.00,1444.43,163.57,356905.00,6193.40,350711.60
328,353,305,48,0,8,0,6,21.29,21.43,144929.04,45831.99,1220.00,336.00,1556.00,1406.99,149.01,358461.00,6342.41,352118.59
329,302,261,41,0,1,0,0,21.03,20.99,145424.31,46171.37,1044.00,287.00,1331.00,1244.99,86.01,359792.00,6428.43,353363.57
330,185,171,14,0,0,0,0,20.44,20.54,145732.63,46202.02,684.00,98.00,782.00,849.71,-67.71,360574.00,6360.72,354213.28
331,208,191,17,0,0,0,0,20.29,20.28,146106.48,46237.79,764.00,119.00,883.00,922.43,-39.43,361457.00,6321.29,355135.71
332,182,158,24,0,1,0,0,21.04,21.05,146427.00,46319.17,632.00,168.00,800.00,862.67,-62.67,362257.00,6258.63,355998.37
333,212,194,18,0,1,0,0,20.90,20.94,146811.88,46379.50,776.00,126.00,902.00,936.11,-34.11,363159.00,6224.52,356934.48
334,299,257,42,0,1,0,0,20.85,20.90,147286.21,46557.78,1028.00,294.00,1322.00,1238.51,83.49,364481.00,6308.01,358172.99
335,381,324,57,1,2,0,0,21.00,21.05,147893.03,46817.09,1296.00,399.00,1695.00,1507.07,187.93,366176.00,6495.95,359680.05
336,323,283,40,0,1,0,0,21.34,21.26,148466.05,46992.76,1132.00,280.00,1412.00,1303.31,108.69,367588.00,6604.64,360983.36
337,199,178,21,1,0,0,0,21.61,21.41,148793.04,47042.68,712.00,147.00,859.00,905.15,-46.15,368447.00,6558.49,361888.51
338,199,179,20,0,0,0,0,21.73,21.57,149121.80,47130.23,716.00,140.00,856.00,902.99,-46.99,369303.00,6511.51,362791.49
339,155,151,4,0,0,0,0,20.36,20.42,149427.50,47143.71,604.00,28.00,632.00,741.71,-109.71,369935.00,6401.80,363533.20
340,207,177,30,1,0,0,0,21.63,21.39,149764.84,47231.77,708.00,210.00,918.00,947.63,-29.63,370853.00,6372.17,364480.83
341,292,245,47,1,2,0,0,21.77,21.76,150259.85,47481.16,980.00,329.00,1309.00,1229.15,79.85,372162.00,6452.03,365709.97
342,300,279,21,0,2,0,0,20.24,20.35,150860.27,47553.09,1116.00,147.00,1263.00,1196.03,66.97,373425.00,6519.00,366906.00
343,319,265,54,0,1,0,0,21.20,21.27,151391.75,47754.22,1060.00,378.00,1438.00,1322.03,115.97,374863.00,6634.97,368228.03
344,197,171,26,0,1,0,0,21.92,21.88,151739.63,47819.19,684.00,182.00,866.00,910.19,-44.19,375729.00,6590.79,369138.21
345,177,166,11,0,0,0,0,20.88,20.79,152074.79,47845.70,664.00,77.00,741.00,820.19,-79.19,376470.00,6511.60,369958.40
346,210,185,25,0,0,0,0,20.85,20.81,152439.33,47902.42,740.00,175.00,915.00,945.47,-30.47,377385.00,6481.13,370903.87
347,212,183,29,1,1,0,0,21.62,21.58,152791.99,47992.14,732.00,203.00,935.00,959.87,-24.87,378320.00,6456.27,371863.73
348,221,214,7,1,3,0,1,20.22,20.20,153214.64,48027.83,856.00,49.00,905.00,938.27,-33.27,379225.00,6423.00,372802.00
349,476,352,124,1,1,0,0,21.94,21.90,153975.42,49412.36,1408.00,868.00,2276.00,1925.39,350.61,381501.00,6773.61,374727.39
350,226,220,6,0,0,0,0,19.96,20.21,154400.43,49435.39,880.00,42.00,922.00,950.51,-28.51,382423.00,6745.11,375677.89
351,203,171,32,1,0,0,0,21.08,21.03,154766.10,49520.74,684.00,224.00,908.00,940.43,-32.43,383331.00,6712.68,376618.32
352,235,211,24,1,1,0,0,21.41,21.42,155188.33,49619.57,844.00,168.00,1012.00,1015.31,-3.31,384343.00,6709.37,377633.63
353,179,160,19,1,0,0,0,20.56,20.49,155535.44,49660.22,640.00,133.00,773.00,843.23,-70.23,385116.00,6639.15,378476.85
354,149,135,14,0,1,0,0,20.11,20.17,155789.09,49694.58,540.00,98.00,638.00,746.03,-108.03,385754.00,6531.12,379222.88
355,354,268,86,0,1,0,0,21.66,21.76,156293.52,50066.24,1072.00,602.00,1674.00,1491.95,182.05,387428.00,6713.17,380714.83
356,297,283,14,0,0,0,0,20.00,20.03,156905.69,50103.49,1132.00,98.00,1230.00,1172.27,57.73,388658.00,6770.91,381887.09
357,337,278,59,0,2,0,0,20.13,20.08,157430.63,50464.46,1112.00,413.00,1525.00,1384.67,140.33,390183.00,6911.24,383271.76
358,221,197,24,2,1,0,0,21.34,21.29,157828.55,50540.68,788.00,168.00,956.00,974.99,-18.99,391139.00,6892.25,384246.75
359,178,161,17,1,0,0,0,20.85,20.77,158204.03,50579.23,644.00,119.00,763.00,836.03,-73.03,391902.00,6819.23,385082.77
360,203,175,28,0,1,0,0,21.16,21.10,158561.63,50676.93,700.00,196.00,896.00,931.79,-35.79,392798.00,6783.44,386014.56
361,195,174,21,0,1,0,0,21.85,21.80,158882.49,50729.31,696.00,147.00,843.00,893.63,-50.63,393641.00,6732.81,386908.19
362,266,239,27,2,4,0,2,21.19,21.09,159405.25,50940.51,956.00,189.00,1145.00,1111.07,33.93,394786.00,6766.75,388019.25
363,370,340,30,0,7,0,5,20.42,20.52,160106.93,51133.36,1360.00,210.00,1570.00,1417.07,152.93,396356.00,6919.68,389436.32
364,314,263,51,0,0,0,0,21.18,21.14,160641.70,51318.44,1052.00,357.00,1409.00,1301.15,107.85,397765.00,7027.53,390737.47
365,201,191,10,0,0,0,0,21.17,21.05,161030.84,51339.81,764.00,70.00,834.00,887.15,-53.15,398599.00,6974.39,391624.61
