day,# job completati, # job B completati, # job P completati,#job B nel nodo, # job P nel nodo, # coda B, #coda P,last arrival B [H], last arrival P [H], area B, area P, revenue B, revenue P, revenue, costs, daily revenue, incremental grass revenue, incremental revenue, incremental costs
193,230,197,33,0,0,0,0,20.77,20.79,83810.98,25699.95,788.00,231.00,1019.00,1060.35,-41.35,209366.00,-4424.19,213790.19
194,253,238,15,0,2,0,0,19.98,20.03,84266.02,25731.90,952.00,105.00,1057.00,1087.71,-30.71,210423.00,-4454.89,214877.89
195,441,337,104,0,0,0,0,21.41,21.33,85012.81,26122.67,1348.00,728.00,2076.00,1821.39,254.61,212499.00,-4200.28,216699.28
196,265,241,24,0,1,0,0,20.83,20.84,85424.54,26311.31,964.00,168.00,1132.00,1141.71,-9.71,213631.00,-4209.99,217840.99
197,210,185,25,2,0,0,0,21.19,21.06,85826.47,26398.63,740.00,175.00,915.00,985.47,-70.47,214546.00,-4280.45,218826.45
198,153,144,9,1,0,0,0,20.11,20.10,86113.47,26416.98,576.00,63.00,639.00,786.75,-147.75,215185.00,-4428.20,219613.20
199,175,149,26,1,0,0,0,20.98,20.91,86415.36,26499.86,596.00,182.00,778.00,886.83,-108.83,215963.00,-4537.03,220500.03
200,168,153,15,0,1,0,0,20.48,20.50,86728.08,26538.44,612.00,105.00,717.00,842.91,-125.91,216680.00,-4662.93,221342.93
201,295,260,35,0,1,0,0,20.73,20.79,87220.69,26629.77,1040.00,245.00,1285.00,1251.87,33.13,217965.00,-4629.80,222594.80
202,414,342,72,1,1,0,0,21.60,21.61,87857.64,26846.01,1368.00,504.00,1872.00,1674.51,197.49,219837.00,-4432.31,224269.31
203,231,221,10,1,0,0,0,20.02,21.92,88332.68,26869.86,884.00,70.00,954.00,1013.55,-59.55,220791.00,-4491.85,225282.85
204,197,184,13,5,0,1,0,20.17,20.08,88721.49,26897.75,736.00,91.00,827.00,922.11,-95.11,221618.00,-4586.96,226204.96
205,232,201,31,0,0,0,0,21.58,21.66,89125.25,27009.95,804.00,217.00,1021.00,1061.79,-40.79,222639.00,-4627.75,227266.75
206,203,190,13,0,1,0,0,21.00,20.95,89559.32,27058.60,760.00,91.00,851.00,939.39,-88.39,223490.00,-4716.13,228206.13
207,208,172,36,2,0,0,0,21.52,21.39,89927.45,27189.67,688.00,252.00,940.00,1003.47,-63.47,224430.00,-4779.60,229209.60
208,305,258,47,1,1,0,0,21.37,21.42,90443.47,27335.78,1032.00,329.00,1361.00,1306.59,54.41,225791.00,-4725.19,230516.19
209,377,316,61,1,6,0,4,21.63,21.61,91055.28,27878.77,1264.00,427.00,1691.00,1544.19,146.81,227482.00,-4578.37,232060.37
210,278,259,19,0,0,0,0,20.70,20.41,91620.52,27953.94,1036.00,133.00,1169.00,1168.35,0.65,228651.00,-4577.72,233228.72
211,213,186,27,0,0,0,0,21.71,21.71,91985.75,28052.87,744.00,189.00,933.00,998.43,-65.43,229584.00,-4643.15,234227.15
212,187,176,11,2,0,0,0,20.75,20.73,92366.68,28088.05,704.00,77.00,781.00,888.99,-107.99,230365.00,-4751.13,235116.13
213,213,192,21,0,0,0,0,20.80,20.81,92743.59,28145.20,768.00,147.00,915.00,985.47,-70.47,231280.00,-4821.60,236101.60
214,176,163,13,0,3,0,1,20.52,20.76,93070.55,28205.08,652.00,91.00,743.00,861.63,-118.63,232023.00,-4940.23,236963.23
215,308,270,38,1,6,0,4,20.99,20.99,93635.82,28402.45,1080.00,266.00,1346.00,1295.79,50.21,233369.00,-4890.01,238259.01
216,422,365,57,0,4,0,2,21.16,21.19,94323.38,28686.31,1460.00,399.00,1859.00,1665.15,193.85,235228.00,-4696.16,239924.16
217,246,216,30,1,0,0,0,20.31,20.26,94694.48,28784.45,864.00,210.00,1074.00,1099.95,-25.95,236302.00,-4722.11,241024.11
218,236,216,20,1,0,0,0,21.40,21.03,95162.18,28845.20,864.00,140.00,1004.00,1049.55,-45.55,237306.00,-4767.65,242073.65
219,190,157,33,0,0,0,0,21.28,21.28,95497.15,28909.91,628.00,231.00,859.00,945.15,-86.15,238165.00,-4853.80,243018.80
220,187,179,8,0,0,0,0,20.69,20.69,95851.86,28932.75,716.00,56.00,772.00,882.51,-110.51,238937.00,-4964.31,243901.31
221,156,145,11,0,0,0,0,20.09,21.82,96174.81,28952.13,580.00,77.00,657.00,799.71,-142.71,239594.00,-5107.01,244701.01
222,296,242,54,1,9,0,7,21.22,21.20,96661.99,29233.35,968.00,378.00,1346.00,1295.79,50.21,240940.00,-5056.80,245996.80
223,354,312,42,0,1,0,0,20.09,20.09,97277.28,29547.35,1248.00,294.00,1542.00,1436.91,105.09,242482.00,-4951.71,247433.71
224,316,263,53,0,0,0,0,20.09,20.07,97786.13,29771.81,1052.00,371.00,1423.00,1351.23,71.77,243905.00,-4879.93,248784.93
225,224,198,26,1,0,0,0,20.63,20.61,98170.90,29888.09,792.00,182.00,974.00,1027.95,-53.95,244879.00,-4933.88,249812.88
226,221,195,26,1,1,0,0,21.16,21.11,98626.34,29954.95,780.00,182.00,962.00,1019.31,-57.31,245841.00,-4991.19,250832.19
227,175,159,16,0,0,0,0,21.04,20.89,98930.92,30004.09,636.00,112.00,748.00,865.23,-117.23,246589.00,-5108.41,251697.41
228,197,179,18,0,1,0,0,21.23,21.23,99313.06,30071.24,716.00,126.00,842.00,932.91,-90.91,247431.00,-5199.32,252630.32
229,235,211,24,0,0,0,0,20.21,20.42,99720.69,30210.48,844.00,168.00,1012.00,1055.31,-43.31,248443.00,-5242.63,253685.63
230,335,297,38,1,4,0,2,20.17,20.15,100331.14,30369.92,1188.00,266.00,1454.00,1373.55,80.45,249897.00,-5162.17,255059.17
231,284,233,51,1,1,0,0,20.18,20.19,100828.18,30531.66,932.00,357.00,1289.00,1254.75,34.25,251186.00,-5127.92,256313.92
232,257,218,39,1,1,0,0,21.95,21.89,101293.53,30635.60,872.00,273.00,1145.00,1151.07,-6.07,252331.00,-5133.99,257464.99
233,147,143,4,1,1,0,0,20.42,20.36,101576.38,30649.05,572.00,28.00,600.00,758.67,-158.67,252931.00,-5292.65,258223.65
234,203,179,24,0,1,0,0,20.90,20.88,101902.64,30720.10,716.00,168.00,884.00,963.15,-79.15,253815.00,-5371.80,259186.80
235,205,171,34,0,0,0,0,21.69,21.65,102249.06,30803.50,684.00,238.00,922.00,990.51,-68.51,254737.00,-5440.31,260177.31
236,239,229,10,0,5,0,3,20.01,20.23,102699.08,30851.67,916.00,70.00,986.00,1036.59,-50.59,255723.00,-5490.89,261213.89
237,471,373,98,1,1,0,0,21.04,21.00,103400.60,31561.82,1492.00,686.00,2178.00,1894.83,283.17,257901.00,-5207.72,263108.72
238,265,223,42,0,1,0,0,20.53,20.58,103851.10,31678.79,892.00,294.00,1186.00,1180.59,5.41,259087.00,-5202.31,264289.31
239,171,149,22,0,0,0,0,20.00,21.81,104128.08,31772.33,596.00,154.00,750.00,866.67,-116.67,259837.00,-5318.97,265155.97
240,236,190,46,0,0,0,0,21.49,21.51,104500.70,31929.02,760.00,322.00,1082.00,1105.71,-23.71,260919.00,-5342.68,266261.68
241,191,179,12,0,1,0,0,20.69,20.75,104895.21,31959.50,716.00,84.00,800.00,902.67,-102.67,261719.00,-5445.35,267164.35
242,183,162,21,0,1,0,0,20.51,20.70,105212.36,32020.62,648.00,147.00,795.00,899.07,-104.07,262514.00,-5549.41,268063.41
243,290,260,30,1,6,0,4,20.67,20.73,105789.55,32140.55,1040.00,210.00,1250.00,1226.67,23.33,263764.00,-5526.08,269290.08
244,418,340,78,0,1,0,0,21.03,21.01,106496.86,32441.20,1360.00,546.00,1906.00,1698.99,207.01,265670.00,-5319.07,270989.07
245,236,208,28,0,0,0,0,19.95,21.97,106919.46,32573.66,832.00,196.00,1028.00,1066.83,-38.83,266698.00,-5357.89,272055.89
246,239,198,41,1,1,0,0,21.97,21.98,107330.70,32718.20,792.00,287.00,1079.00,1103.55,-24.55,267777.00,-5382.44,273159.44
247,157,148,9,0,0,0,0,20.43,20.35,107625.34,32749.90,592.00,63.00,655.00,798.27,-143.27,268432.00,-5525.71,273957.71
248,208,181,27,2,0,0,0,21.09,21.06,107980.47,32816.19,724.00,189.00,913.00,984.03,-71.03,269345.00,-5596.73,274941.73
249,237,210,27,0,0,0,0,21.63,21.55,108391.03,32929.18,840.00,189.00,1029.00,1067.55,-38.55,270374.00,-5635.28,276009.28
250,292,245,47,0,4,0,2,21.57,21.58,108888.50,33361.44,980.00,329.00,1309.00,1269.15,39.85,271683.00,-5595.43,277278.43
251,351,313,38,1,1,0,0,21.25,21.27,109485.51,33560.02,1252.00,266.00,1518.00,1419.63,98.37,273201.00,-5497.05,278698.05
252,270,248,22,0,1,0,0,20.60,20.72,109983.15,33607.82,992.00,154.00,1146.00,1151.79,-5.79,274347.00,-5502.84,279849.84
253,208,187,21,0,1,0,0,21.40,21.35,110351.18,33664.02,748.00,147.00,895.00,971.07,-76.07,275242.00,-5578.91,280820.91
254,170,163,7,0,0,0,0,20.11,20.01,110671.63,33695.25,652.00,49.00,701.00,831.39,-130.39,275943.00,-5709.29,281652.29
255,218,187,31,0,3,0,1,21.18,21.35,111058.17,33803.76,748.00,217.00,965.00,1021.47,-56.47,276908.00,-5765.76,282673.76
256,188,170,18,0,1,0,0,20.46,20.33,111437.82,33887.05,680.00,126.00,806.00,906.99,-100.99,277714.00,-5866.75,283580.75
257,275,250,25,0,7,0,5,20.45,20.38,111896.76,34051.09,1000.00,175.00,1175.00,1172.67,2.33,278889.00,-5864.41,284753.41
258,437,355,82,1,0,0,0,20.86,20.81,112677.49,34497.44,1420.00,574.00,1994.00,1762.35,231.65,280883.00,-5632.76,286515.76
259,269,223,46,0,0,0,0,20.19,20.08,113091.96,34774.94,892.00,322.00,1214.00,1200.75,13.25,282097.00,-5619.51,287716.51
260,173,154,19,0,0,0,0,20.11,21.91,113432.72,34836.71,616.00,133.00,749.00,865.95,-116.95,282846.00,-5736.45,288582.45
261,247,211,36,0,1,0,0,21.38,21.32,113865.87,34967.92,844.00,252.00,1096.00,1115.79,-19.79,283942.00,-5756.24,289698.24
262,178,168,10,1,1,0,0,20.22,20.21,114188.04,34992.90,672.00,70.00,742.00,860.91,-118.91,284684.00,-5875.15,290559.15
263,235,209,26,1,2,0,0,21.64,21.65,114632.60,35080.88,836.00,182.00,1018.00,1059.63,-41.63,285702.00,-5916.77,291618.77
264,271,246,25,1,8,0,6,20.70,20.71,115091.34,35230.51,984.00,175.00,1159.00,1161.15,-2.15,286861.00,-5918.92,292779.92
265,422,351,71,0,3,0,1,21.40,21.47,115783.21,35777.67,1404.00,497.00,1901.00,1695.39,205.61,288762.00,-5713.31,294475.31
266,248,228,20,0,0,0,0,20.30,20.34,116244.85,35828.51,912.00,140.00,1052.00,1084.11,-32.11,289814.00,-5745.41,295559.41
267,203,176,27,0,0,0,0,20.64,20.65,116557.71,35949.06,704.00,189.00,893.00,969.63,-76.63,290707.00,-5822.04,296529.04
268,188,177,11,0,1,0,0,20.63,20.80,116934.40,35965.01,708.00,77.00,785.00,891.87,-106.87,291492.00,-5928.91,297420.91
269,209,184,25,1,0,0,0,21.31,21.26,117313.34,36022.21,736.00,175.00,911.00,982.59,-71.59,292403.00,-6000.49,298403.49
270,162,144,18,1,0,0,0,20.77,20.80,117559.17,36048.11,576.00,126.00,702.00,832.11,-130.11,293105.00,-6130.60,299235.60
271,281,236,45,0,4,0,2,21.33,21.36,118088.23,36238.08,944.00,315.00,1259.00,1233.15,25.85,294364.00,-6104.75,300468.75
272,365,328,37,1,13,0,11,20.55,20.54,118811.84,36733.26,1312.00,259.00,1571.00,1457.79,113.21,295935.00,-5991.53,301926.53
273,347,268,79,1,1,0,0,20.89,20.88,119387.04,37757.58,1072.00,553.00,1625.00,1496.67,128.33,297560.00,-5863.20,303423.20
274,197,174,23,0,2,0,0,21.08,21.13,119688.87,37844.12,696.00,161.00,857.00,943.71,-86.71,298417.00,-5949.91,304366.91
275,197,177,20,0,0,0,0,20.90,20.71,120025.54,37924.16,708.00,140.00,848.00,937.23,-89.23,299265.00,-6039.13,305304.13
276,176,163,13,1,1,0,0,20.74,20.72,120349.94,37976.02,652.00,91.00,743.00,861.63,-118.63,300008.00,-6157.76,306165.76
277,145,129,16,0,0,0,0,19.98,21.99,120596.07,38028.40,516.00,112.00,628.00,778.83,-150.83,300636.00,-6308.59,306944.59
278,292,254,38,1,2,0,0,20.63,20.62,121034.33,38161.36,1016.00,266.00,1282.00,1249.71,32.29,301918.00,-6276.29,308194.29
279,365,302,63,0,2,0,0,20.73,20.73,121648.29,38798.51,1208.00,441.00,1649.00,1513.95,135.05,303567.00,-6141.24,309708.24
280,269,225,44,2,1,0,0,21.06,21.05,122145.54,39029.04,900.00,308.00,1208.00,1196.43,11.57,304775.00,-6129.67,310904.67
281,186,164,22,1,0,0,0,21.01,20.97,122457.87,39105.92,656.00,154.00,810.00,909.87,-99.87,305585.00,-6229.53,311814.53
282,187,160,27,0,0,0,0,21.14,21.07,122795.51,39180.14,640.00,189.00,829.00,923.55,-94.55,306414.00,-6324.08,312738.08
283,235,212,23,0,0,0,0,21.70,21.74,123241.70,39227.54,848.00,161.00,1009.00,1053.15,-44.15,307423.00,-6368.23,313791.23
284,213,193,20,2,0,0,0,21.67,21.66,123611.31,39301.63,772.00,140.00,912.00,983.31,-71.31,308335.00,-6439.53,314774.53
285,274,239,35,1,3,0,1,21.13,21.10,124101.05,39447.15,956.00,245.00,1201.00,1191.39,9.61,309536.00,-6429.92,315965.92
286,370,337,33,0,1,0,0,20.20,20.20,124759.80,39582.92,1348.00,231.00,1579.00,1463.55,115.45,311115.00,-6314.47,317429.47
287,371,305,66,1,0,0,0,21.60,21.22,125428.45,39855.19,1220.00,462.00,1682.00,1537.71,144.29,312797.00,-6170.17,318967.17
288,182,176,6,0,0,0,0,20.60,20.47,125783.73,39881.21,704.00,42.00,746.00,863.79,-117.79,313543.00,-6287.96,319830.96
289,191,171,20,1,0,0,0,20.47,20.48,126119.92,39923.96,684.00,140.00,824.00,919.95,-95.95,314367.00,-6383.91,320750.91
290,185,167,18,2,0,0,0,20.56,20.35,126466.53,39961.27,668.00,126.00,794.00,898.35,-104.35,315161.00,-6488.25,321649.25
291,182,156,26,0,0,0,0,20.33,20.44,126803.68,40046.21,624.00,182.00,806.00,906.99,-100.99,315967.00,-6589.24,322556.24
292,261,235,26,0,7,0,5,20.69,20.71,127222.46,40194.80,940.00,182.00,1122.00,1134.51,-12.51,317089.00,-6601.75,323690.75
293,373,319,54,0,0,0,0,20.18,20.24,127811.24,40456.87,1276.00,378.00,1654.00,1517.55,136.45,318743.00,-6465.29,325208.29
294,318,248,70,0,0,0,0,20.96,21.07,128270.00,40860.36,992.00,490.00,1482.00,1393.71,88.29,320225.00,-6377.00,326602.00
295,154,145,9,0,0,0,0,19.80,21.97,128548.52,40874.99,580.00,63.00,643.00,789.63,-146.63,320868.00,-6523.63,327391.63
296,245,213,32,0,0,0,0,21.47,21.45,128951.34,41004.57,852.00,224.00,1076.00,1101.39,-25.39,321944.00,-6549.01,328493.01
297,172,157,15,1,0,0,0,21.22,20.93,129261.40,41043.05,628.00,105.00,733.00,854.43,-121.43,322677.00,-6670.44,329347.44
298,185,161,24,0,0,0,0,21.01,20.97,129607.56,41137.87,644.00,168.00,812.00,911.31,-99.31,323489.00,-6769.75,330258.75
299,259,230,29,1,1,0,0,20.55,20.51,130101.36,41262.15,920.00,203.00,1123.00,1135.23,-12.23,324612.00,-6781.97,331393.97
300,394,348,46,1,6,0,4,20.13,20.16,130854.18,41479.14,1392.00,322.00,1714.00,1560.75,153.25,326326.00,-6628.72,332954.72
301,353,278,75,0,1,0,0,21.19,21.29,131393.18,41800.01,1112.00,525.00,1637.00,1505.31,131.69,327963.00,-6497.03,334460.03
302,189,171,18,0,1,0,0,20.58,20.71,131707.71,41841.44,684.00,126.00,810.00,909.87,-99.87,328773.00,-6596.89,335369.89
303,223,197,26,1,1,0,0,21.78,21.76,132113.30,41889.38,788.00,182.00,970.00,1025.07,-55.07,329743.00,-6651.96,336394.96
304,169,164,5,1,1,0,0,20.47,20.36,132432.75,41915.42,656.00,35.00,691.00,824.19,-133.19,330434.00,-6785.15,337219.15
305,224,198,26,0,0,0,0,20.95,20.84,132795.89,42008.95,792.00,182.00,974.00,1027.95,-53.95,331408.00,-6839.09,338247.09
306,292,243,49,0,0,0,0,21.36,21.39,133325.02,42245.07,972.00,343.00,1315.00,1273.47,41.53,332723.00,-6797.56,339520.56
307,415,336,79,1,2,0,0,21.42,21.42,133968.43,42630.02,1344.00,553.00,1897.00,1692.51,204.49,334620.00,-6593.07,341213.07
308,296,275,21,0,0,0,0,20.40,20.46,134512.81,42686.00,1100.00,147.00,1247.00,1224.51,22.49,335867.00,-6570.57,342437.57
309,226,203,23,0,0,0,0,20.98,21.05,134951.41,42750.61,812.00,161.00,973.00,1027.23,-54.23,336840.00,-6624.80,343464.80
310,219,201,18,1,0,0,0,21.14,20.72,135332.25,42810.80,804.00,126.00,930.00,996.27,-66.27,337770.00,-6691.07,344461.07
311,210,185,25,1,0,0,0,21.64,21.61,135752.02,42884.50,740.00,175.00,915.00,985.47,-70.47,338685.00,-6761.53,345446.53
312,170,162,8,0,2,0,0,20.10,20.10,136061.99,42907.56,648.00,56.00,704.00,833.55,-129.55,339389.00,-6891.08,346280.08
313,320,247,73,1,2,0,0,21.49,21.48,136537.78,43505.15,988.00,511.00,1499.00,1405.95,93.05,340888.00,-6798.03,347686.03
314,396,342,54,0,3,0,1,21.17,21.22,137258.73,43790.07,1368.00,378.00,1746.00,1583.79,162.21,342634.00,-6635.81,349269.81
315,287,257,30,0,1,0,0,20.53,20.44,137788.81,43980.59,1028.00,210.00,1238.00,1218.03,19.97,343872.00,-6615.84,350487.84
316,201,177,24,0,0,0,0,20.26,20.30,138140.85,44029.69,708.00,168.00,876.00,957.39,-81.39,344748.00,-6697.23,351445.23
317,185,164,21,0,1,0,0,20.50,20.49,138491.67,44077.76,656.00,147.00,803.00,904.83,-101.83,345551.00,-6799.05,352350.05
318,213,185,28,0,0,0,0,20.68,20.56,138850.64,44163.89,740.00,196.00,936.00,1000.59,-64.59,346487.00,-6863.64,353350.64
319,181,167,14,1,1,0,0,20.20,20.21,139185.39,44229.15,668.00,98.00,766.00,878.19,-112.19,347253.00,-6975.83,354228.83
320,313,280,33,0,2,0,0,20.45,20.47,139804.63,44344.61,1120.00,231.00,1351.00,1299.39,51.61,348604.00,-6924.21,355528.21
321,399,319,80,0,1,0,0,21.19,21.17,140504.82,44898.68,1276.00,560.00,1836.00,1648.59,187.41,350440.00,-6736.80,357176.80
322,337,308,29,0,0,0,0,20.96,20.73,141092.98,44971.02,1232.00,203.00,1435.00,1359.87,75.13,351875.00,-6661.67,358536.67
323,192,182,10,0,0,0,0,20.25,20.20,141478.94,45006.80,728.00,70.00,798.00,901.23,-103.23,352673.00,-6764.89,359437.89
324,192,169,23,1,0,0,0,20.55,20.30,141830.57,45051.15,676.00,161.00,837.00,929.31,-92.31,353510.00,-6857.20,360367.20
325,238,213,25,0,2,0,0,21.14,21.14,142212.55,45145.26,852.00,175.00,1027.00,1066.11,-39.11,354537.00,-6896.31,361433.31
326,178,162,16,3,2,0,0,20.98,21.00,142540.70,45178.35,648.00,112.00,760.00,873.87,-113.87,355297.00,-7010.17,362307.17
327,357,297,60,0,3,0,1,21.90,21.91,143148.28,45383.90,1188.00,420.00,1608.00,1484.43,123.57,356905.00,-6886.60,363791.60
328,353,305,48,0,8,0,6,21.29,21.43,143744.11,45831.99,1220.00,336.00,1556.00,1446.99,109.01,358461.00,-6777.59,365238.59
329,302,261,41,0,1,0,0,21.03,20.99,144223.18,46171.37,1044.00,287.00,1331.00,1284.99,46.01,359792.00,-6731.57,366523.57
330,185,171,14,0,0,0,0,20.44,20.54,144531.50,46202.02,684.00,98.00,782.00,889.71,-107.71,360574.00,-6839.28,367413.28
331,208,191,17,0,0,0,0,20.29,20.28,144903.37,46237.79,764.00,119.00,883.00,962.43,-79.43,361457.00,-6918.71,368375.71
332,182,158,24,0,1,0,0,21.04,21.05,145221.23,46319.17,632.00,168.00,800.00,902.67,-102.67,362257.00,-7021.37,369278.37
333,212,194,18,0,1,0,0,20.90,20.94,145604.65,46379.50,776.00,126.00,902.00,976.11,-74.11,363159.00,-7095.48,370254.48
334,299,257,42,0,1,0,0,20.85,20.90,146078.05,46557.78,1028.00,294.00,1322.00,1278.51,43.49,364481.00,-7051.99,371532.99
335,381,324,57,1,2,0,0,21.00,21.05,146680.94,46817.09,1296.00,399.00,1695.00,1547.07,147.93,366176.00,-6904.05,373080.05
336,323,283,40,0,1,0,0,21.34,21.26,147248.35,46992.76,1132.00,280.00,1412.00,1343.31,68.69,367588.00,-6835.36,374423.36
337,199,178,21,1,0,0,0,21.61,21.41,147575.33,47042.68,712.00,147.00,859.00,945.15,-86.15,368447.00,-6921.51,375368.51
338,199,179,20,0,0,0,0,21.73,21.57,147903.79,47130.23,716.00,140.00,856.00,942.99,-86.99,369303.00,-7008.49,376311.49
339,155,151,4,0,0,0,0,20.36,20.42,148209.48,47143.71,604.00,28.00,632.00,781.71,-149.71,369935.00,-7158.20,377093.20
340,207,177,30,1,0,0,0,21.63,21.39,148544.33,47231.77,708.00,210.00,918.00,987.63,-69.63,370853.00,-7227.83,378080.83
341,292,245,47,1,2,0,0,21.77,21.76,149038.97,47481.16,980.00,329.00,1309.00,1269.15,39.85,372162.00,-7187.97,379349.97
342,300,279,21,0,2,0,0,20.24,20.35,149630.02,47553.09,1116.00,147.00,1263.00,1236.03,26.97,373425.00,-7161.00,380586.00
343,319,265,54,0,1,0,0,21.20,21.27,150152.19,47754.22,1060.00,378.00,1438.00,1362.03,75.97,374863.00,-7085.03,381948.03
344,197,171,26,0,1,0,0,21.92,21.88,150500.07,47819.19,684.00,182.00,866.00,950.19,-84.19,375729.00,-7169.21,382898.21
345,177,166,11,0,0,0,0,20.88,20.79,150835.24,47845.70,664.00,77.00,741.00,860.19,-119.19,376470.00,-7288.40,383758.40
346,210,185,25,0,0,0,0,20.85,20.81,151198.85,47902.42,740.00,175.00,915.00,985.47,-70.47,377385.00,-7358.87,384743.87
347,212,183,29,1,1,0,0,21.62,21.58,151551.51,47992.14,732.00,203.00,935.00,999.87,-64.87,378320.00,-7423.73,385743.73
348,221,214,7,1,3,0,1,20.22,20.20,151973.88,48027.83,856.00,49.00,905.00,978.27,-73.27,379225.00,-7497.00,386722.00
349,476,352,124,1,1,0,0,21.94,21.90,152714.09,49412.36,1408.00,868.00,2276.00,1965.39,310.61,381501.00,-7186.39,388687.39
350,226,220,6,0,0,0,0,19.96,20.21,153123.85,49435.39,880.00,42.00,922.00,990.51,-68.51,382423.00,-7254.89,389677.89
351,203,171,32,1,0,0,0,21.08,21.03,153489.52,49520.74,684.00,224.00,908.00,980.43,-72.43,383331.00,-7327.32,390658.32
352,235,211,24,1,1,0,0,21.41,21.42,153911.74,49619.57,844.00,168.00,1012.00,1055.31,-43.31,384343.00,-7370.63,391713.63
353,179,160,19,1,0,0,0,20.56,20.49,154257.04,49660.22,640.00,133.00,773.00,883.23,-110.23,385116.00,-7480.85,392596.85
354,149,135,14,0,1,0,0,20.11,20.17,154510.69,49694.58,540.00,98.00,638.00,786.03,-148.03,385754.00,-7628.88,393382.88
355,354,268,86,0,1,0,0,21.66,21.76,155015.12,50066.24,1072.00,602.00,1674.00,1531.95,142.05,387428.00,-7486.83,394914.83
356,297,283,14,0,0,0,0,20.00,20.03,155616.38,50103.49,1132.00,98.00,1230.00,1212.27,17.73,388658.00,-7469.09,396127.09
357,337,278,59,0,2,0,0,20.13,20.08,156138.22,50464.46,1112.00,413.00,1525.00,1424.67,100.33,390183.00,-7368.76,397551.76
358,221,197,24,2,1,0,0,21.34,21.29,156536.14,50540.68,788.00,168.00,956.00,1014.99,-58.99,391139.00,-7427.75,398566.75
359,178,161,17,1,0,0,0,20.85,20.77,156910.50,50579.23,644.00,119.00,763.00,876.03,-113.03,391902.00,-7540.77,399442.77
360,203,175,28,0,1,0,0,21.16,21.10,157267.47,50676.93,700.00,196.00,896.00,971.79,-75.79,392798.00,-7616.56,400414.56
361,195,174,21,0,1,0,0,21.85,21.80,157588.32,50729.31,696.00,147.00,843.00,933.63,-90.63,393641.00,-7707.19,401348.19
362,266,239,27,2,4,0,2,21.19,21.09,158103.50,50940.51,956.00,189.00,1145.00,1151.07,-6.07,394786.00,-7713.25,402499.25
363,370,340,30,0,7,0,5,20.42,20.52,158787.32,51133.36,1360.00,210.00,1570.00,1457.07,112.93,396356.00,-7600.32,403956.32
364,314,263,51,0,0,0,0,21.18,21.14,159313.63,51318.44,1052.00,357.00,1409.00,1341.15,67.85,397765.00,-7532.47,405297.47
365,201,191,10,0,0,0,0,21.17,21.05,159702.61,51339.81,764.00,70.00,834.00,927.15,-93.15,398599.00,-7625.61,406224.61
