day,# job completati, # job B completati, # job P completati,#job B nel nodo, # job P nel nodo, # coda B, #coda P,last arrival B [H], last arrival P [H], area B, area P, revenue B, revenue P, revenue, costs, daily revenue, incremental grass revenue, incremental revenue, incremental costs
16,164,157,7,0,0,0,0,20.52,20.56,6682.58,1841.53,628.00,49.00,677.00,814.11,-137.11,16380.00,-640.27,17020.27
17,202,184,18,0,0,0,0,21.15,21.15,7020.78,1896.96,736.00,126.00,862.00,947.31,-85.31,17242.00,-725.57,17967.57
18,186,172,14,0,0,0,0,20.63,20.55,7364.37,1934.05,688.00,98.00,786.00,892.59,-106.59,18028.00,-832.16,18860.16
19,299,254,45,0,2,0,0,21.13,21.23,7875.42,2215.95,1016.00,315.00,1331.00,1284.99,46.01,19359.00,-786.15,20145.15
20,426,361,65,0,2,0,0,21.51,21.66,8582.15,2441.36,1444.00,455.00,1899.00,1693.95,205.05,21258.00,-581.09,21839.09
21,288,261,27,1,0,0,0,21.96,21.93,9125.54,2528.22,1044.00,189.00,1233.00,1214.43,18.57,22491.00,-562.52,23053.52
22,186,161,25,1,0,0,0,21.71,21.77,9476.92,2598.24,644.00,175.00,819.00,916.35,-97.35,23310.00,-659.87,23969.87
23,208,190,18,1,0,0,0,21.52,21.51,9853.77,2664.76,760.00,126.00,886.00,964.59,-78.59,24196.00,-738.45,24934.45
24,195,186,9,1,0,0,0,20.99,20.69,10195.07,2679.04,744.00,63.00,807.00,907.71,-100.71,25003.00,-839.16,25842.16
25,172,166,6,0,0,0,0,20.03,21.88,10507.04,2694.28,664.00,42.00,706.00,834.99,-128.99,25709.00,-968.15,26677.15
26,357,283,74,1,3,0,1,21.76,21.76,11096.62,2927.84,1132.00,518.00,1650.00,1514.67,135.33,27359.00,-832.81,28191.81
27,320,299,21,0,2,0,0,20.39,20.44,11688.51,3013.75,1196.00,147.00,1343.00,1293.63,49.37,28702.00,-783.44,29485.44
28,343,280,63,1,1,0,0,21.38,21.48,12281.09,3399.75,1120.00,441.00,1561.00,1450.59,110.41,30263.00,-673.03,30936.03
29,192,183,9,1,1,0,0,20.01,20.02,12675.81,3442.29,732.00,63.00,795.00,899.07,-104.07,31058.00,-777.09,31835.09
30,195,169,26,0,0,0,0,19.87,21.99,13012.97,3528.77,676.00,182.00,858.00,944.43,-86.43,31916.00,-863.52,32779.52
31,199,170,29,0,0,0,0,20.72,20.76,13345.04,3611.91,680.00,203.00,883.00,962.43,-79.43,32799.00,-942.95,33741.95
32,184,165,19,1,0,0,0,20.37,20.37,13652.05,3664.13,660.00,133.00,793.00,897.63,-104.63,33592.00,-1047.57,34639.57
33,301,268,33,0,1,0,0,20.53,20.54,14162.72,3779.26,1072.00,231.00,1303.00,1264.83,38.17,34895.00,-1009.40,35904.40
34,430,344,86,2,2,0,0,21.40,21.39,14915.02,4237.89,1376.00,602.00,1978.00,1750.83,227.17,36873.00,-782.23,37655.23
35,300,263,37,1,1,0,0,21.74,21.72,15391.79,4386.51,1052.00,259.00,1311.00,1270.59,40.41,38184.00,-741.81,38925.81
36,158,150,8,0,0,0,0,19.93,21.97,15705.21,4415.89,600.00,56.00,656.00,798.99,-142.99,38840.00,-884.80,39724.80
37,193,169,24,0,0,0,0,20.31,20.29,16016.65,4490.57,676.00,168.00,844.00,934.35,-90.35,39684.00,-975.15,40659.15
38,219,196,23,1,0,0,0,21.26,20.69,16379.48,4575.28,784.00,161.00,945.00,1007.07,-62.07,40629.00,-1037.21,41666.21
39,213,180,33,1,0,0,0,21.50,21.43,16757.59,4691.50,720.00,231.00,951.00,1011.39,-60.39,41580.00,-1097.60,42677.60
40,318,257,61,1,0,0,0,21.92,21.93,17231.52,4871.22,1028.00,427.00,1455.00,1374.27,80.73,43035.00,-1016.87,44051.87
41,388,334,54,0,5,0,3,21.84,21.90,17913.98,5055.75,1336.00,378.00,1714.00,1560.75,153.25,44749.00,-863.61,45612.61
42,268,247,21,0,0,0,0,21.34,21.36,18424.40,5116.80,988.00,147.00,1135.00,1143.87,-8.87,45884.00,-872.48,46756.48
43,183,169,14,0,0,0,0,20.75,20.66,18725.01,5133.03,676.00,98.00,774.00,883.95,-109.95,46658.00,-982.43,47640.43
44,219,190,29,1,3,0,1,20.93,20.96,19083.68,5264.15,760.00,203.00,963.00,1020.03,-57.03,47621.00,-1039.45,48660.45
45,201,189,12,1,1,0,0,20.21,20.23,19468.19,5303.25,756.00,84.00,840.00,931.47,-91.47,48461.00,-1130.92,49591.92
46,200,179,21,0,2,0,0,20.15,20.13,19773.77,5368.46,716.00,147.00,863.00,948.03,-85.03,49324.00,-1215.95,50539.95
47,305,259,46,1,0,0,0,20.67,20.68,20356.55,5473.45,1036.00,322.00,1358.00,1304.43,53.57,50682.00,-1162.37,51844.37
48,399,310,89,0,1,0,0,20.98,21.27,20959.12,5943.56,1240.00,623.00,1863.00,1668.03,194.97,52545.00,-967.40,53512.40
49,253,229,24,1,0,0,0,21.45,21.38,21415.85,6022.82,916.00,168.00,1084.00,1107.15,-23.15,53629.00,-990.55,54619.55
50,152,150,2,0,1,0,0,20.09,20.09,21659.89,6033.89,600.00,14.00,614.00,768.75,-154.75,54243.00,-1145.29,55388.29
51,188,164,24,2,0,0,0,20.74,20.67,22009.96,6115.58,656.00,168.00,824.00,919.95,-95.95,55067.00,-1241.24,56308.24
52,203,173,30,1,2,0,0,21.94,21.93,22354.87,6214.89,692.00,210.00,902.00,976.11,-74.11,55969.00,-1315.35,57284.35
53,165,157,8,1,0,0,0,20.39,20.30,22650.69,6230.96,628.00,56.00,684.00,819.15,-135.15,56653.00,-1450.49,58103.49
54,259,240,19,1,0,0,0,19.97,21.94,23135.10,6287.11,960.00,133.00,1093.00,1113.63,-20.63,57746.00,-1471.12,59217.12
55,394,320,74,1,3,0,1,20.22,20.25,23727.30,6610.08,1280.00,518.00,1798.00,1621.23,176.77,59544.00,-1294.35,60838.35
56,314,251,63,1,0,0,0,20.43,20.43,24196.95,7135.30,1004.00,441.00,1445.00,1367.07,77.93,60989.00,-1216.41,62205.41
57,205,176,29,0,1,0,0,21.61,21.66,24556.78,7206.85,704.00,203.00,907.00,979.71,-72.71,61896.00,-1289.12,63185.12
58,152,148,4,1,1,0,0,20.02,20.08,24887.14,7215.34,592.00,28.00,620.00,773.07,-153.07,62516.00,-1442.19,63958.19
59,237,206,31,0,1,0,0,20.78,20.79,25359.01,7312.43,824.00,217.00,1041.00,1076.19,-35.19,63557.00,-1477.37,65034.37
60,168,156,12,0,0,0,0,19.92,21.71,25666.84,7347.23,624.00,84.00,708.00,836.43,-128.43,64265.00,-1605.80,65870.80
61,270,234,36,0,2,0,0,20.58,20.63,26136.99,7505.45,936.00,252.00,1188.00,1182.03,5.97,65453.00,-1599.83,67052.83
62,448,363,85,0,1,0,0,21.69,21.78,26952.32,7848.18,1452.00,595.00,2047.00,1800.51,246.49,67500.00,-1353.33,68853.33
63,253,238,15,2,0,0,0,21.03,20.98,27421.30,7896.98,952.00,105.00,1057.00,1087.71,-30.71,68557.00,-1384.04,69941.04
64,198,178,20,1,0,0,0,21.30,21.23,27735.65,7966.43,712.00,140.00,852.00,940.11,-88.11,69409.00,-1472.15,70881.15
65,179,172,7,0,0,0,0,19.99,21.99,28069.34,7984.00,688.00,49.00,737.00,857.31,-120.31,70146.00,-1592.45,71738.45
66,218,185,33,1,2,0,0,21.93,21.96,28392.08,8084.52,740.00,231.00,971.00,1025.79,-54.79,71117.00,-1647.24,72764.24
67,194,178,16,0,0,0,0,20.70,20.82,28744.28,8143.30,712.00,112.00,824.00,919.95,-95.95,71941.00,-1743.19,73684.19
68,278,239,39,0,2,0,0,20.78,20.90,29227.83,8285.43,956.00,273.00,1229.00,1211.55,17.45,73170.00,-1725.73,74895.73
69,379,335,44,3,5,0,3,20.65,20.67,29932.15,8570.79,1340.00,308.00,1648.00,1513.23,134.77,74818.00,-1590.96,76408.96
70,282,234,48,0,0,0,0,21.41,21.39,30336.09,8766.00,936.00,336.00,1272.00,1242.51,29.49,76090.00,-1561.47,77651.47
71,192,175,17,1,0,0,0,21.08,20.98,30706.00,8809.80,700.00,119.00,819.00,916.35,-97.35,76909.00,-1658.81,78567.81
72,168,151,17,0,0,0,0,20.75,20.87,31022.56,8882.02,604.00,119.00,723.00,847.23,-124.23,77632.00,-1783.04,79415.04
73,142,136,6,1,0,0,0,20.02,20.01,31286.73,8900.46,544.00,42.00,586.00,748.59,-162.59,78218.00,-1945.63,80163.63
74,201,183,18,1,0,0,0,20.24,21.95,31692.82,8950.63,732.00,126.00,858.00,944.43,-86.43,79076.00,-2032.05,81108.05
75,360,285,75,0,0,0,0,21.85,21.83,32208.50,9402.99,1140.00,525.00,1665.00,1525.47,139.53,80741.00,-1892.52,82633.52
76,308,292,16,0,1,0,0,20.40,20.38,32791.69,9481.30,1168.00,112.00,1280.00,1248.27,31.73,82021.00,-1860.79,83881.79
77,281,235,46,0,2,0,0,20.56,20.58,33248.71,9706.24,940.00,322.00,1262.00,1235.31,26.69,83283.00,-1834.09,85117.09
78,216,185,31,0,0,0,0,21.22,20.87,33634.49,9788.46,740.00,217.00,957.00,1015.71,-58.71,84240.00,-1892.80,86132.80
79,186,167,19,0,0,0,0,21.44,21.37,34008.08,9850.51,668.00,133.00,801.00,903.39,-102.39,85041.00,-1995.19,87036.19
80,213,192,21,1,0,0,0,21.70,21.65,34354.88,9905.85,768.00,147.00,915.00,985.47,-70.47,85956.00,-2065.65,88021.65
81,180,175,5,0,2,0,0,20.43,20.50,34721.55,9921.27,700.00,35.00,735.00,855.87,-120.87,86691.00,-2186.52,88877.52
82,269,255,14,1,4,0,2,20.09,20.05,35230.09,9984.17,1020.00,98.00,1118.00,1131.63,-13.63,87809.00,-2200.15,90009.15
83,419,342,77,0,1,0,0,20.77,20.75,35930.05,10734.00,1368.00,539.00,1907.00,1699.71,207.29,89716.00,-1992.85,91708.85
84,296,244,52,1,0,0,0,21.01,20.98,36427.14,10985.50,976.00,364.00,1340.00,1291.47,48.53,91056.00,-1944.32,93000.32
85,228,197,31,0,2,0,0,21.82,21.94,36804.46,11083.96,788.00,217.00,1005.00,1050.27,-45.27,92061.00,-1989.59,94050.59
86,206,189,17,1,0,0,0,21.89,21.53,37239.94,11131.08,756.00,119.00,875.00,956.67,-81.67,92936.00,-2071.25,95007.25
87,164,147,17,0,0,0,0,21.18,21.19,37529.43,11164.45,588.00,119.00,707.00,835.71,-128.71,93643.00,-2199.96,95842.96
88,168,156,12,0,1,0,0,20.64,20.71,37876.98,11197.56,624.00,84.00,708.00,836.43,-128.43,94351.00,-2328.39,96679.39
89,275,244,31,0,4,0,2,20.76,20.75,38336.64,11276.59,976.00,217.00,1193.00,1185.63,7.37,95544.00,-2321.01,97865.01
90,325,291,34,1,0,0,0,20.19,20.14,38862.40,11409.23,1164.00,238.00,1402.00,1336.11,65.89,96946.00,-2255.12,99201.12
91,330,266,64,0,0,0,0,20.67,20.98,39392.54,11751.19,1064.00,448.00,1512.00,1415.31,96.69,98458.00,-2158.43,100616.43
92,196,181,15,0,0,0,0,21.33,21.23,39775.37,11802.53,724.00,105.00,829.00,923.55,-94.55,99287.00,-2252.97,101539.97
93,209,187,22,0,1,0,0,21.89,21.91,40165.78,11874.44,748.00,154.00,902.00,976.11,-74.11,100189.00,-2327.08,102516.08
94,157,156,1,1,0,0,0,20.00,21.91,40511.95,11879.22,624.00,7.00,631.00,780.99,-149.99,100820.00,-2477.07,103297.07
95,210,177,33,0,0,0,0,21.09,21.05,40893.46,11987.26,708.00,231.00,939.00,1002.75,-63.75,101759.00,-2540.81,104299.81
96,253,232,21,3,4,0,2,20.51,20.50,41332.77,12058.66,928.00,147.00,1075.00,1100.67,-25.67,102834.00,-2566.48,105400.48
97,454,364,90,2,8,0,6,21.61,21.58,42075.58,12827.75,1456.00,630.00,2086.00,1828.59,257.41,104920.00,-2309.07,107229.07
98,276,245,31,1,0,0,0,20.85,20.77,42561.29,13245.00,980.00,217.00,1197.00,1188.51,8.49,106117.00,-2300.57,108417.57
99,205,186,19,0,1,0,0,21.35,21.36,42868.52,13311.75,744.00,133.00,877.00,958.11,-81.11,106994.00,-2381.68,109375.68
100,170,159,11,2,0,0,0,21.11,20.88,43189.43,13343.73,636.00,77.00,713.00,840.03,-127.03,107707.00,-2508.71,110215.71
101,189,176,13,0,0,0,0,20.61,20.71,43569.08,13384.27,704.00,91.00,795.00,899.07,-104.07,108502.00,-2612.77,111114.77
102,190,166,24,0,0,0,0,21.76,21.73,43918.51,13473.71,664.00,168.00,832.00,925.71,-93.71,109334.00,-2706.48,112040.48
103,243,212,31,0,3,0,1,21.18,21.22,44317.34,13671.97,848.00,217.00,1065.00,1093.47,-28.47,110399.00,-2734.95,113133.95
104,374,321,53,1,8,0,6,21.00,21.04,44929.48,13980.48,1284.00,371.00,1655.00,1518.27,136.73,112054.00,-2598.21,114652.21
105,278,243,35,1,0,0,0,21.12,20.97,45379.04,14196.66,972.00,245.00,1217.00,1202.91,14.09,113271.00,-2584.12,115855.12
106,175,160,15,1,0,0,0,20.51,20.49,45709.77,14244.05,640.00,105.00,745.00,863.07,-118.07,114016.00,-2702.19,116718.19
107,231,195,36,0,2,0,0,21.32,21.37,46059.05,14401.50,780.00,252.00,1032.00,1069.71,-37.71,115048.00,-2739.89,117787.89
108,179,158,21,0,1,0,0,21.23,21.23,46393.61,14487.61,632.00,147.00,779.00,887.55,-108.55,115827.00,-2848.44,118675.44
109,191,180,11,2,1,0,0,20.54,20.55,46739.49,14525.02,720.00,77.00,797.00,900.51,-103.51,116624.00,-2951.95,119575.95
110,335,288,47,1,2,0,0,21.27,21.32,47390.07,14707.90,1152.00,329.00,1481.00,1392.99,88.01,118105.00,-2863.93,120968.93
111,325,295,30,1,3,0,1,20.25,20.20,47926.59,14987.12,1180.00,210.00,1390.00,1327.47,62.53,119495.00,-2801.40,122296.40
112,306,247,59,1,0,0,0,20.36,20.32,48433.76,15459.82,988.00,413.00,1401.00,1335.39,65.61,120896.00,-2735.79,123631.79
113,208,182,26,1,0,0,0,21.79,21.74,48797.50,15556.34,728.00,182.00,910.00,981.87,-71.87,121806.00,-2807.65,124613.65
114,159,154,5,0,1,0,0,20.35,20.46,49134.67,15565.94,616.00,35.00,651.00,795.39,-144.39,122457.00,-2952.04,125409.04
115,203,179,24,2,1,0,0,20.48,20.50,49497.02,15660.56,716.00,168.00,884.00,963.15,-79.15,123341.00,-3031.19,126372.19
116,222,199,23,1,3,0,1,21.74,21.73,49889.96,15711.41,796.00,161.00,957.00,1015.71,-58.71,124298.00,-3089.89,127387.89
117,251,231,20,0,1,0,0,20.53,20.47,50375.12,15805.88,924.00,140.00,1064.00,1092.75,-28.75,125362.00,-3118.64,128480.64
118,455,354,101,0,9,0,7,21.79,21.84,51111.08,16323.56,1416.00,707.00,2123.00,1855.23,267.77,127485.00,-2850.87,130335.87
119,285,255,30,0,0,0,0,21.83,21.81,51575.34,16509.51,1020.00,210.00,1230.00,1212.27,17.73,128715.00,-2833.13,131548.13
120,142,141,1,1,1,0,0,20.10,20.07,51863.49,16511.51,564.00,7.00,571.00,737.79,-166.79,129286.00,-2999.92,132285.92
121,238,200,38,0,2,0,0,21.79,21.77,52271.68,16648.87,800.00,266.00,1066.00,1094.19,-28.19,130352.00,-3028.11,133380.11
122,159,156,3,0,0,0,0,19.96,21.90,52565.15,16654.35,624.00,21.00,645.00,791.07,-146.07,130997.00,-3174.17,134171.17
123,208,178,30,0,1,0,0,20.78,20.83,52967.38,16756.00,712.00,210.00,922.00,990.51,-68.51,131919.00,-3242.68,135161.68
124,253,233,20,0,0,0,0,20.00,20.03,53450.51,16861.80,932.00,140.00,1072.00,1098.51,-26.51,132991.00,-3269.19,136260.19
125,418,340,78,2,1,0,0,20.68,20.69,54105.78,17424.11,1360.00,546.00,1906.00,1698.99,207.01,134897.00,-3062.17,137959.17
126,308,264,44,0,1,0,0,20.92,20.93,54689.03,17531.09,1056.00,308.00,1364.00,1308.75,55.25,136261.00,-3006.92,139267.92
127,208,184,24,0,0,0,0,21.35,21.31,55090.53,17608.84,736.00,168.00,904.00,977.55,-73.55,137165.00,-3080.47,140245.47
128,213,193,20,0,1,0,0,21.35,21.43,55435.28,17672.99,772.00,140.00,912.00,983.31,-71.31,138077.00,-3151.77,141228.77
129,198,174,24,1,2,0,0,21.61,21.64,55788.32,17762.08,696.00,168.00,864.00,948.75,-84.75,138941.00,-3236.52,142177.52
130,172,155,17,0,0,0,0,21.57,21.42,56083.89,17821.30,620.00,119.00,739.00,858.75,-119.75,139680.00,-3356.27,143036.27
131,295,263,32,0,4,0,2,21.13,21.15,56622.14,17928.66,1052.00,224.00,1276.00,1245.39,30.61,140956.00,-3325.65,144281.65
132,344,294,50,2,2,0,0,20.56,20.56,57195.51,18053.19,1176.00,350.00,1526.00,1425.39,100.61,142482.00,-3225.04,145707.04
133,338,273,65,0,0,0,0,21.71,21.60,57726.94,18274.20,1092.00,455.00,1547.00,1440.51,106.49,144029.00,-3118.55,147147.55
134,202,175,27,1,0,0,0,21.85,21.60,58044.45,18352.62,700.00,189.00,889.00,966.75,-77.75,144918.00,-3196.29,148114.29
135,190,176,14,0,1,0,0,21.40,21.46,58352.95,18404.57,704.00,98.00,802.00,904.11,-102.11,145720.00,-3298.40,149018.40
136,186,174,12,0,1,0,0,20.45,20.46,58715.15,18427.94,696.00,84.00,780.00,888.27,-108.27,146500.00,-3406.67,149906.67
137,222,187,35,0,0,0,0,21.17,21.27,59079.00,18562.98,748.00,245.00,993.00,1041.63,-48.63,147493.00,-3455.29,150948.29
138,251,244,7,0,3,0,1,20.29,20.28,59597.46,18593.68,976.00,49.00,1025.00,1064.67,-39.67,148518.00,-3494.96,152012.96
139,436,373,63,0,1,0,0,20.34,20.29,60271.83,18847.48,1492.00,441.00,1933.00,1718.43,214.57,150451.00,-3280.39,153731.39
140,323,259,64,0,2,0,0,21.69,21.78,60826.41,19120.02,1036.00,448.00,1484.00,1395.15,88.85,151935.00,-3191.53,155126.53
141,234,205,29,1,5,0,3,21.83,21.82,61220.07,19312.17,820.00,203.00,1023.00,1063.23,-40.23,152958.00,-3231.76,156189.76
142,154,142,12,1,3,0,1,20.59,20.58,61513.14,19351.19,568.00,84.00,652.00,796.11,-144.11,153610.00,-3375.87,156985.87
143,205,171,34,0,0,0,0,21.47,21.28,61851.07,19446.10,684.00,238.00,922.00,990.51,-68.51,154532.00,-3444.37,157976.37
144,165,145,20,0,0,0,0,21.06,21.07,62138.61,19515.78,580.00,140.00,720.00,845.07,-125.07,155252.00,-3569.44,158821.44
145,309,265,44,1,2,0,0,21.54,21.55,62625.34,19647.54,1060.00,308.00,1368.00,1311.63,56.37,156620.00,-3513.07,160133.07
146,344,328,16,0,0,0,0,20.18,20.23,63281.04,19688.62,1312.00,112.00,1424.00,1351.95,72.05,158044.00,-3441.01,161485.01
147,313,249,64,1,0,0,0,21.57,21.55,63806.11,19884.05,996.00,448.00,1444.00,1366.35,77.65,159488.00,-3363.36,162851.36
148,192,170,22,1,1,0,0,21.59,21.55,64152.73,19992.06,680.00,154.00,834.00,927.15,-93.15,160322.00,-3456.51,163778.51
149,178,172,6,1,1,0,0,20.30,20.30,64499.04,20004.25,688.00,42.00,730.00,852.27,-122.27,161052.00,-3578.77,164630.77
150,202,163,39,0,0,0,0,21.42,21.22,64812.79,20113.35,652.00,273.00,925.00,992.67,-67.67,161977.00,-3646.44,165623.44
151,204,185,19,0,0,0,0,21.29,21.19,65200.49,20168.18,740.00,133.00,873.00,955.23,-82.23,162850.00,-3728.67,166578.67
152,311,252,59,1,8,0,6,21.40,21.48,65692.09,20401.67,1008.00,413.00,1421.00,1349.79,71.21,164271.00,-3657.45,167928.45
153,357,317,40,0,6,0,4,20.66,20.68,66342.80,20902.92,1268.00,280.00,1548.00,1441.23,106.77,165819.00,-3550.68,169369.68
154,291,230,61,0,0,0,0,21.20,21.24,66867.99,21172.64,920.00,427.00,1347.00,1296.51,50.49,167166.00,-3500.19,170666.19
155,180,165,15,2,1,0,0,20.99,20.98,67204.13,21225.05,660.00,105.00,765.00,877.47,-112.47,167931.00,-3612.65,171543.65
156,242,214,28,1,1,0,0,21.88,21.85,67640.53,21342.87,856.00,196.00,1052.00,1084.11,-32.11,168983.00,-3644.76,172627.76
157,153,146,7,0,1,0,0,20.44,20.59,67966.56,21366.01,584.00,49.00,633.00,782.43,-149.43,169616.00,-3794.19,173410.19
158,213,193,20,0,0,0,0,20.32,21.99,68405.67,21455.53,772.00,140.00,912.00,983.31,-71.31,170528.00,-3865.49,174393.49
159,283,250,33,1,0,0,0,20.71,20.67,68885.32,21606.90,1000.00,231.00,1231.00,1212.99,18.01,171759.00,-3847.48,175606.48
160,442,369,73,1,4,0,2,21.23,21.32,69657.13,21920.61,1476.00,511.00,1987.00,1757.31,229.69,173746.00,-3617.79,177363.79
161,265,236,29,1,1,0,0,20.73,20.65,70110.54,22039.62,944.00,203.00,1147.00,1152.51,-5.51,174893.00,-3623.29,178516.29
162,215,193,22,0,0,0,0,20.40,20.50,70479.50,22110.97,772.00,154.00,926.00,993.39,-67.39,175819.00,-3690.68,179509.68
163,237,201,36,1,0,0,0,21.69,21.63,70838.91,22214.00,804.00,252.00,1056.00,1086.99,-30.99,176875.00,-3721.67,180596.67
164,195,182,13,0,0,0,0,21.84,21.71,71159.56,22252.28,728.00,91.00,819.00,916.35,-97.35,177694.00,-3819.01,181513.01
165,195,179,16,0,0,0,0,21.34,21.35,71545.07,22289.43,716.00,112.00,828.00,922.83,-94.83,178522.00,-3913.84,182435.84
166,292,254,38,2,0,0,0,20.83,20.80,72045.86,22385.83,1016.00,266.00,1282.00,1249.71,32.29,179804.00,-3881.55,183685.55
167,438,346,92,1,0,0,0,21.97,21.85,72721.09,22840.27,1384.00,644.00,2028.00,1786.83,241.17,181832.00,-3640.37,185472.37
168,270,253,17,0,1,0,0,21.88,21.85,73286.84,22901.14,1012.00,119.00,1131.00,1140.99,-9.99,182963.00,-3650.36,186613.36
169,206,171,35,0,0,0,0,21.91,21.95,73637.39,23046.76,684.00,245.00,929.00,995.55,-66.55,183892.00,-3716.91,187608.91
170,185,170,15,2,0,0,0,21.29,21.16,73989.11,23130.46,680.00,105.00,785.00,891.87,-106.87,184677.00,-3823.77,188500.77
171,182,168,14,2,0,0,0,21.14,20.84,74339.40,23176.38,672.00,98.00,770.00,881.07,-111.07,185447.00,-3934.84,189381.84
172,203,179,24,0,0,0,0,21.36,21.52,74704.19,23257.13,716.00,168.00,884.00,963.15,-79.15,186331.00,-4013.99,190344.99
173,319,259,60,0,4,0,2,21.72,21.79,75215.10,23440.14,1036.00,420.00,1456.00,1374.99,81.01,187787.00,-3932.97,191719.97
174,364,338,26,1,3,0,1,20.50,20.50,75883.43,23615.27,1352.00,182.00,1534.00,1431.15,102.85,189321.00,-3830.12,193151.12
175,301,238,63,0,0,0,0,20.91,20.95,76389.01,23927.42,952.00,441.00,1393.00,1329.63,63.37,190714.00,-3766.75,194480.75
176,209,188,21,2,0,0,0,21.84,21.78,76763.37,23967.68,752.00,147.00,899.00,973.95,-74.95,191613.00,-3841.69,195454.69
177,167,162,5,0,0,0,0,20.27,20.33,77064.86,23982.10,648.00,35.00,683.00,818.43,-135.43,192296.00,-3977.12,196273.12
178,200,183,17,0,0,0,0,19.97,21.85,77499.94,24057.09,732.00,119.00,851.00,939.39,-88.39,193147.00,-4065.51,197212.51
179,222,187,35,0,1,0,0,21.60,21.63,77848.53,24192.33,748.00,245.00,993.00,1041.63,-48.63,194140.00,-4114.13,198254.13
180,259,243,16,0,1,0,0,20.14,20.41,78347.75,24217.48,972.00,112.00,1084.00,1107.15,-23.15,195224.00,-4137.28,199361.28
181,439,345,94,0,1,0,0,21.35,21.50,79047.35,24585.88,1380.00,658.00,2038.00,1794.03,243.97,197262.00,-3893.31,201155.31
182,298,278,20,0,0,0,0,21.50,21.42,79556.81,24645.71,1112.00,140.00,1252.00,1228.11,23.89,198514.00,-3869.41,202383.41
183,158,148,10,2,1,0,0,20.52,20.50,79835.34,24680.11,592.00,70.00,662.00,803.31,-141.31,199176.00,-4010.72,203186.72
184,224,182,42,0,0,0,0,21.59,21.57,80190.42,24807.62,728.00,294.00,1022.00,1062.51,-40.51,200198.00,-4051.23,204249.23
185,172,163,9,0,0,0,0,20.57,20.59,80504.27,24829.66,652.00,63.00,715.00,841.47,-126.47,200913.00,-4177.69,205090.69
186,174,157,17,0,2,0,0,20.34,20.34,80777.81,24891.61,628.00,119.00,747.00,864.51,-117.51,201660.00,-4295.20,205955.20
187,320,270,50,0,1,0,0,21.12,21.09,81294.85,25021.85,1080.00,350.00,1430.00,1356.27,73.73,203090.00,-4221.47,207311.47
188,347,318,29,0,0,0,0,19.88,21.98,81953.77,25160.42,1272.00,203.00,1475.00,1388.67,86.33,204565.00,-4135.13,208700.13
189,261,218,43,0,0,0,0,19.93,22.00,82380.74,25399.66,872.00,301.00,1173.00,1171.23,1.77,205738.00,-4133.36,209871.36
190,238,197,41,0,0,0,0,21.63,21.62,82753.40,25514.71,788.00,287.00,1075.00,1100.67,-25.67,206813.00,-4159.03,210972.03
191,193,164,29,2,1,0,0,21.98,21.95,83066.69,25609.51,656.00,203.00,859.00,945.15,-86.15,207672.00,-4245.17,211917.17
192,168,167,1,1,0,0,0,20.09,21.95,83378.74,25609.68,668.00,7.00,675.00,812.67,-137.67,208347.00,-4382.84,212729.84
